Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743011334856,30181.34764099121,4650,0,1.20625,10220.882522583008,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,77.3180923461914,0,7.617301940917969,0,49.041961669921875,4.553184509277344,40.427616119384766,28.16613006591797,11.042442321777344,0,18.79975128173828,0,34239672320,34583793664,12549836800,0
190,1743011334866,58888.78141784668,4650,0,1.2,10221.570373535156,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,32.086570739746094,5.802574157714844,21.992042541503906,3.7410049438476563,75.53119659423828,21.00507354736328,61.733734130859375,5.6804656982421875,10.175697326660156,4.5239715576171875,20.35283660888672,9.017051696777344,34239672320,34583793664,12549844992,0
200,1743011335056,58179.003158569336,4650,0,1.21875,10230.781143188477,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,4.802742004394531,5.328857421875,2.0397109985351563,3.2207565307617188,82.14399719238281,2.9457778930664063,13.697029113769531,8.719627380371094,3.6030120849609375,0.53936767578125,3.6853790283203125,1.0288314819335938,34239672320,34583793664,12556222464,0
199,1743011335257,58180.040786743164,3720.0000000000005,0,1.2,10240.522842407227,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,8.824066162109375,2.3115234375,1.80731201171875,0.44805908203125,50.130699157714844,4.7975616455078125,47.3382453918457,6.358711242675781,1.2552337646484375,0.7914886474609375,4.81304931640625,4.4176025390625,34239672320,34583793664,12571799552,0
200,1743011335457,58180.95928955078,4650,0,1.21875,10250.116592407227,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,11.040946960449219,1.6126937866210938,1.67987060546875,0.43387603759765625,44.58583450317383,2.2072982788085938,52.29475402832031,1.52374267578125,0.8797454833984375,1.1928558349609375,2.57220458984375,1.4239501953125,34239672320,34583793664,12569903104,0
200,1743011335657,58182.614837646484,4650,0,1.2,10259.892120361328,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,5.9454803466796875,3.9306259155273438,1.396026611328125,0.2443084716796875,87.31407165527344,2.0953216552734375,22.162216186523438,4.993492126464844,2.5160751342773438,0.8690109252929688,1.7040328979492188,0.7858810424804688,34239672320,34583793664,12586258432,0
200,1743011335857,58892.66337585449,4650,0,1.19375,10269.802703857422,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,11.167327880859375,7.920356750488281,1.41058349609375,0.20041656494140625,83.23130798339844,1.7592315673828125,8.062736511230469,3.5176620483398438,0.464813232421875,0.35289764404296875,0.9981002807617188,1.03106689453125,34239672320,34583793664,12584599552,0
200,1743011336057,58892.99824523926,4650,0,1.19375,10279.333877563477,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.840728759765625,2.1810684204101563,1.2931289672851563,0.480255126953125,99.12020111083984,0.9739456176757813,5.2723541259765625,2.1694793701171875,3.164154052734375,0.30365753173828125,0.63262939453125,0.567352294921875,34239672320,34583793664,12592332800,0
200,1743011336258,30184.130249023438,3720.0000000000005,0,1.20625,10289.132873535156,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.7175827026367188,1.8223342895507813,1.4172897338867188,0.25670623779296875,69.78209686279297,10.230239868164063,23.806976318359375,2.5490570068359375,2.6529922485351563,0.36258697509765625,3.7440032958984375,1.1595306396484375,34239672320,34583793664,12595789824,0
200,1743011336458,58894.045639038086,4650,0,1.2,10298.463165283203,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.8939743041992188,2.3453750610351563,1.6249542236328125,0.20398712158203125,96.19580841064453,1.0096435546875,5.4967041015625,4.40576171875,0.35015106201171875,0.857940673828125,1.4507293701171875,0.5944290161132813,34239672320,34583793664,12587020288,0
200,1743011336658,58894.6483001709,4650,0,1.2125,10308.108276367188,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,5.16595458984375,2.0838623046875,2.1134719848632813,0.4551544189453125,84.07210540771484,1.727081298828125,22.15850067138672,4.123374938964844,0.7217025756835938,0.9077072143554688,1.22613525390625,1.3502731323242188,34239672320,34583793664,12596563968,0
200,1743011336858,58894.985427856445,3720.0000000000005,0,1.2125,10317.715133666992,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.844451904296875,2.0613479614257813,1.3494949340820313,0.04485321044921875,99.25053405761719,1.086090087890625,2.8092117309570313,3.5409393310546875,0.3201446533203125,0.20557403564453125,2.50799560546875,1.0087738037109375,34239672320,34583793664,12592435200,0
200,1743011337058,58194.6124420166,3720.0000000000005,0,1.2,10327.334335327148,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,8.160018920898438,2.1632232666015625,1.3108749389648438,0.623291015625,85.86911010742188,13.040939331054688,3.2338485717773438,2.007537841796875,3.533233642578125,0.32006072998046875,0.807952880859375,0.625091552734375,34239672320,34583793664,12597039104,0
200,1743011337259,58896.546615600586,4650,0,1.19375,10337.216262817383,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,5.515953063964844,5.268775939941406,1.8539810180664063,0.42447662353515625,50.67579650878906,4.4455413818359375,58.602657318115234,1.0588226318359375,0.8832168579101563,1.2368698120117188,6.376289367675781,1.2892608642578125,34239672320,34583793664,12597272576,0
200,1743011337459,58896.86114501953,4650,0,1.2,10346.602920532227,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.79364013671875,2.3608245849609375,1.7071456909179688,0.28182220458984375,99.15938568115234,1.0529632568359375,4.1255950927734375,1.7578811645507813,1.4897994995117188,0.3299102783203125,0.77783203125,0.7696914672851563,34239672320,34583793664,12590739456,0
199,1743011337659,58897.23207092285,3720.0000000000005,0,1.225,10356.214904785156,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.168975830078125,2.576507568359375,4.443916320800781,0.444976806640625,99.22282409667969,1.007476806640625,2.88677978515625,8.131492614746094,0.7513504028320313,3.1230239868164063,3.6262893676757813,0.737762451171875,34239672320,34583793664,12605235200,0
199,1743011337859,58200.988052368164,4650,0,1.21875,10365.770553588867,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.5845108032226563,2.7181472778320313,1.5361328125,0.26172637939453125,88.93006134033203,1.3326873779296875,15.310310363769531,3.5244293212890625,0.6799240112304688,0.67877197265625,0.6835250854492188,1.2437973022460938,34239672320,34583793664,12600229888,0
200,1743011338059,58898.59982299805,3720.0000000000005,0,1.2125,10375.411087036133,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,5.9188690185546875,2.1651382446289063,1.0307464599609375,0.291717529296875,69.52855682373047,1.1303253173828125,32.411720275878906,1.442626953125,5.129791259765625,0,0.5319366455078125,0.4698028564453125,34239672320,34583793664,12596977664,0
199,1743011338260,58899.47456359863,3720.0000000000005,0,1.19375,10385.066223144531,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.6652984619140625,1.5499725341796875,1.4945526123046875,0.119720458984375,53.177513122558594,4.611610412597656,34.4691162109375,1.626922607421875,0.48310089111328125,0.30413818359375,15.7203369140625,4.1200714111328125,34239672320,34583793664,12595572736,0
200,1743011338460,58899.78421020508,4650,0,1.19375,10394.701614379883,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.4520721435546875,1.6544952392578125,1.3523330688476563,0.0677337646484375,99.31922149658203,0.9495010375976563,4.2015838623046875,1.4919357299804688,0.9753341674804688,0.17842864990234375,0.6571578979492188,0.8403167724609375,34239672320,34583793664,12591542272,0
199,1743011338660,58901.07875061035,4650,0,1.2,10404.784713745117,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,4.6078338623046875,1.633026123046875,1.763885498046875,0.35555267333984375,49.1724853515625,2.2919464111328125,55.66094207763672,10.093894958496094,0.9464187622070313,2.2642593383789063,1.7905197143554688,1.82110595703125,34239672320,34583793664,12604960768,0
200,1743011338860,58901.57389831543,3720.0000000000005,0,1.20625,10414.990905761719,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,12.020957946777344,7.269599914550781,1.4376449584960938,0.31882476806640625,83.59242248535156,5.226837158203125,12.2593994140625,3.57537841796875,3.033050537109375,0.475982666015625,0.6067733764648438,26.944580078125,34239672320,34583793664,12602159104,0
200,1743011339060,58902.33670043945,4650,0,1.225,10424.903564453125,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,14.790031433105469,5.117576599121094,1.55035400390625,0.75579833984375,66.430419921875,7.9567718505859375,29.442054748535156,2.1738967895507813,3.6582717895507813,0.6402740478515625,1.0760116577148438,11.452812194824219,34239672320,34583793664,12601069568,0
199,1743011339260,58902.85934448242,3720.0000000000005,0,1.2125,10434.450057983398,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.8912887573242188,2.9425125122070313,1.1299591064453125,0.15793609619140625,70.2220458984375,1.517181396484375,21.128250122070313,1.5730209350585938,0.3446197509765625,0.127838134765625,14.119461059570313,0.7596359252929688,34239672320,34583793664,12597293056,0
200,1743011339460,58903.17939758301,4650,0,1.2,10444.061157226563,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.829803466796875,2.3357391357421875,2.0369033813476563,0.6064529418945313,99.15803527832031,1.2864227294921875,4.774497985839844,2.21478271484375,0.7871856689453125,0.5710983276367188,1.335662841796875,0.9565277099609375,34239672320,34583793664,12590587904,0
200,1743011339661,58903.56513977051,4650,0,1.2,10453.476654052734,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.4539947509765625,1.750244140625,1.6394729614257813,0.15886688232421875,99.11022186279297,1.0510482788085938,9.125495910644531,5.03363037109375,0.8585128784179688,0.6518020629882813,0.553314208984375,0.6839141845703125,34239672320,34583793664,12603547648,0
199,1743011339861,58903.90370178223,4650,0,1.2,10463.029876708984,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.555267333984375,1.9460830688476563,4.478340148925781,0.26247406005859375,83.35325622558594,16.74554443359375,4.120368957519531,3.52020263671875,0.48553466796875,0.28205108642578125,1.4338226318359375,0.9638748168945313,34239672320,34583793664,12599115776,0
199,1743011340061,58217.926528930664,3720.0000000000005,0,1.2125,10472.889739990234,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,6.619316101074219,8.668495178222656,1.6399078369140625,0.6377105712890625,77.32526397705078,1.4424285888671875,5.562042236328125,26.609222412109375,3.3505020141601563,0.5252609252929688,1.0916900634765625,1.1094436645507813,34239672320,34583793664,12594659328,0
200,1743011340261,58905.23905944824,3720.0000000000005,0,1.2,10483.241226196289,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,6.3737640380859375,4.131355285644531,1.6575469970703125,0.5623855590820313,71.13430786132813,8.475181579589844,2.4679641723632813,24.749671936035156,1.4566650390625,9.677871704101563,4.1687164306640625,2.1537094116210938,34239672320,34583793664,12593876992,0
199,1743011340461,58905.548416137695,3720.0000000000005,0,1.2,10492.917617797852,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,4.209861755371094,2.278533935546875,1.6062545776367188,0.293182373046875,99.14652252197266,4.0203094482421875,2.4291305541992188,2.028533935546875,0.5637283325195313,0.5780563354492188,0.9480972290039063,0.9507827758789063,34239672320,34583793664,12600868864,0
199,1743011340661,58222.76266479492,4650,0,1.2125,10502.481094360352,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.4105377197265625,1.9973678588867188,1.3759536743164063,0.23769378662109375,77.55491638183594,1.3888092041015625,6.916717529296875,26.09246826171875,0.7514190673828125,3.2679824829101563,0.7393112182617188,2.2538986206054688,34239672320,34583793664,12604964864,0
