Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742768673277,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.08794021606445,51.341548919677734,52.42247009277344,51.448036193847656,50.733421325683594,52.31507110595703,49.99729537963867,51.32891082763672,50.76786422729492,48.969032287597656,50,50,0,0,0,0,0,0,0,0,10.187013626098633,17179869184,2147483648,12600426496,748290048
204,1742768673277,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.08794021606445,51.341548919677734,52.42247009277344,51.448036193847656,50.733421325683594,52.31507110595703,49.99729537963867,51.32891082763672,50.76786422729492,48.969032287597656,0,0,100,0,0,0,0,0,0,0,10.187013626098633,17179869184,2147483648,12603588608,748290048
204,1742768673482,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.08794021606445,51.341548919677734,52.42247009277344,51.448036193847656,50.733421325683594,52.31507110595703,49.99729537963867,51.32891082763672,50.76786422729492,48.969032287597656,10,10,73.68421173095703,19.047618865966797,0,0,0,0,0,0,10.187013626098633,17179869184,2147483648,12626264064,748290048
204,1742768673687,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.08794021606445,51.341548919677734,52.42247009277344,51.448036193847656,50.733421325683594,52.31507110595703,49.99729537963867,51.32891082763672,50.76786422729492,48.969032287597656,28.571430206298828,25,100,0,0,0,0,0,0,0,10.187013626098633,17179869184,2147483648,12641861632,748290048
204,1742768673892,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.99325942993164,50.68126678466797,52.089263916015625,50.280765533447266,48.883514404296875,50.729225158691406,49.37981033325195,50.53445053100586,49.9945182800293,47.98774719238281,10,14.285715103149414,95.23809814453125,14.285715103149414,4.761904716491699,4.761904716491699,0,0,0,0,10.187013626098633,17179869184,2147483648,12652920832,748290048
204,1742768674098,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.99325942993164,50.68126678466797,52.089263916015625,50.280765533447266,48.883514404296875,50.729225158691406,49.37981033325195,50.53445053100586,49.9945182800293,47.98774719238281,10,5.263157844543457,85.71428680419922,20,23.809524536132813,15.000000953674316,20,19.047618865966797,10,10,10.187013626098633,17179869184,2147483648,12658933760,748290048
204,1742768674303,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.99325942993164,50.68126678466797,52.089263916015625,50.280765533447266,48.883514404296875,50.729225158691406,49.37981033325195,50.53445053100586,49.9945182800293,47.98774719238281,9.523809432983398,14.285715103149414,100,14.285715103149414,0,0,0,0,0,0,10.375539779663086,17179869184,2147483648,12686524416,748290048
204,1742768674508,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.99325942993164,50.68126678466797,52.089263916015625,50.280765533447266,48.883514404296875,50.729225158691406,49.37981033325195,50.53445053100586,49.9945182800293,47.98774719238281,15.000000953674316,14.285715103149414,76.19047546386719,42.85714340209961,15.000000953674316,14.285715103149414,22.72727394104004,10,4.761904716491699,4.761904716491699,10.375539779663086,17179869184,2147483648,12647137280,748290048
204,1742768674713,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.99325942993164,50.68126678466797,52.089263916015625,50.280765533447266,48.883514404296875,50.729225158691406,49.37981033325195,50.53445053100586,49.9945182800293,47.98774719238281,25,25,78.94737243652344,55,30.000001907348633,15.000000953674316,15.789472579956055,19.047618865966797,14.285715103149414,15.000000953674316,10.375539779663086,17179869184,2147483648,12658556928,748290048
204,1742768674918,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.774227142333984,51.190494537353516,54.359031677246094,51.777278900146484,49.762245178222656,51.292999267578125,50.049354553222656,51.40822219848633,50.57232666015625,48.525794982910156,9.523809432983398,9.523809432983398,76.19047546386719,10,4.761904716491699,5,4.761904716491699,0,5,0,10.375539779663086,17179869184,2147483648,12662308864,748290048
