Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742768623885,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.01699447631836,49.850677490234375,52.18357849121094,50.446842193603516,48.14574432373047,50.935585021972656,49.03770446777344,50.23946762084961,49.934730529785156,46.93318176269531,0,0,0,0,0,0,0,0,0,0,12.461150169372559,17179869184,2147483648,12771147776,748290048
204,1742768623885,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.01699447631836,49.850677490234375,52.18357849121094,50.446842193603516,48.14574432373047,50.935585021972656,49.03770446777344,50.23946762084961,49.934730529785156,46.93318176269531,0,0,100,0,0,0,0,0,0,0,12.461150169372559,17179869184,2147483648,12773507072,748290048
204,1742768624090,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.01699447631836,49.850677490234375,52.18357849121094,50.446842193603516,48.14574432373047,50.935585021972656,49.03770446777344,50.23946762084961,49.934730529785156,46.93318176269531,19.047618865966797,20,35,57.142860412597656,0,0,0,0,0,0,12.461150169372559,17179869184,2147483648,12798967808,748290048
204,1742768624295,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.01699447631836,49.850677490234375,52.18357849121094,50.446842193603516,48.14574432373047,50.935585021972656,49.03770446777344,50.23946762084961,49.934730529785156,46.93318176269531,10,18.18181800842285,61.904762268066406,40,0,0,0,0,0,0,9.994813919067383,17179869184,2147483648,12818022400,748290048
204,1742768624500,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.01699447631836,49.850677490234375,52.18357849121094,50.446842193603516,48.14574432373047,50.935585021972656,49.03770446777344,50.23946762084961,49.934730529785156,46.93318176269531,20,20,90,23.809524536132813,15.000000953674316,20,15.789472579956055,19.047618865966797,19.047618865966797,15.000000953674316,9.994813919067383,17179869184,2147483648,12835045376,748290048
204,1742768624705,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.01699447631836,49.850677490234375,52.18357849121094,50.446842193603516,48.14574432373047,50.935585021972656,49.03770446777344,50.23946762084961,49.934730529785156,46.93318176269531,14.285715103149414,10.526315689086914,57.142860412597656,20,19.047618865966797,33.333335876464844,0,0,0,0,9.994813919067383,17179869184,2147483648,12836388864,748290048
200,1742768624910,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.623783111572266,49.66936492919922,51.89134979248047,50.550010681152344,47.611907958984375,50.512821197509766,48.641319274902344,50.125797271728516,49.61787414550781,46.94635009765625,5.263157844543457,5,100,4.761904716491699,0,0,0,0,0,0,9.994813919067383,17179869184,2147483648,12844630016,748290048
204,1742768625111,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.623783111572266,49.66936492919922,51.89134979248047,50.550010681152344,47.611907958984375,50.512821197509766,48.641319274902344,50.125797271728516,49.61787414550781,46.94635009765625,19.047618865966797,19.047618865966797,75,10.526315689086914,5.263157844543457,21.052631378173828,5,0,5,0,9.994813919067383,17179869184,2147483648,12856770560,748290048
204,1742768625316,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.623783111572266,49.66936492919922,51.89134979248047,50.550010681152344,47.611907958984375,50.512821197509766,48.641319274902344,50.125797271728516,49.61787414550781,46.94635009765625,15.789472579956055,19.047618865966797,75,42.85714340209961,14.285715103149414,22.72727394104004,14.285715103149414,15.000000953674316,10,18.18181800842285,8.894688606262207,17179869184,2147483648,12864389120,748290048
204,1742768625521,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.623783111572266,49.66936492919922,51.89134979248047,50.550010681152344,47.611907958984375,50.512821197509766,48.641319274902344,50.125797271728516,49.61787414550781,46.94635009765625,14.285715103149414,10,63.6363639831543,35,4.761904716491699,0,0,0,0,0,8.894688606262207,17179869184,2147483648,12870402048,748290048
204,1742768625726,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.623783111572266,49.66936492919922,51.89134979248047,50.550010681152344,47.611907958984375,50.512821197509766,48.641319274902344,50.125797271728516,49.61787414550781,46.94635009765625,20,20,70,33.333335876464844,0,0,0,5,0,0,8.894688606262207,17179869184,2147483648,12869828608,748290048
204,1742768625931,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.953147888183594,50.102203369140625,53.213348388671875,51.45884704589844,47.864219665527344,51.1048583984375,49.068809509277344,50.45742416381836,50.0845947265625,47.43467712402344,33.333335876464844,30.000001907348633,90,25,0,0,5,0,0,0,8.894688606262207,17179869184,2147483648,12862996480,748290048
202,1742768626136,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.953147888183594,50.102203369140625,53.213348388671875,51.45884704589844,47.864219665527344,51.1048583984375,49.068809509277344,50.45742416381836,50.0845947265625,47.43467712402344,35,28.571430206298828,100,9.523809432983398,0,0,0,0,0,0,8.894688606262207,17179869184,2147483648,12864438272,748290048
204,1742768626338,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.953147888183594,50.102203369140625,53.213348388671875,51.45884704589844,47.864219665527344,51.1048583984375,49.068809509277344,50.45742416381836,50.0845947265625,47.43467712402344,25,25,57.894737243652344,45,13.636363983154297,20,0,0,0,0,8.97251033782959,17179869184,2147483648,12866158592,748290048
200,1742768626543,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.953147888183594,50.102203369140625,53.213348388671875,51.45884704589844,47.864219665527344,51.1048583984375,49.068809509277344,50.45742416381836,50.0845947265625,47.43467712402344,28.571430206298828,33.333335876464844,90.90909576416016,14.285715103149414,0,0,4.761904716491699,0,9.090909004211426,0,8.97251033782959,17179869184,2147483648,12871729152,748290048
204,1742768626744,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.953147888183594,50.102203369140625,53.213348388671875,51.45884704589844,47.864219665527344,51.1048583984375,49.068809509277344,50.45742416381836,50.0845947265625,47.43467712402344,30.000001907348633,22.22222328186035,80,36.842105865478516,10.526315689086914,9.523809432983398,0,0,0,0,8.97251033782959,17179869184,2147483648,12863504384,748290048
204,1742768626949,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.11020278930664,49.95935821533203,53.641929626464844,51.853755950927734,48.33026885986328,50.99156188964844,48.9582405090332,50.48076629638672,49.91752243041992,47.23589324951172,25,28.571430206298828,55,50,0,5,0,9.090909004211426,0,0,8.97251033782959,17179869184,2147483648,12865732608,748290048
204,1742768627154,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.11020278930664,49.95935821533203,53.641929626464844,51.853755950927734,48.33026885986328,50.99156188964844,48.9582405090332,50.48076629638672,49.91752243041992,47.23589324951172,30.000001907348633,25,85,70,50,15.789472579956055,31.81818199157715,15.000000953674316,19.047618865966797,5,8.97251033782959,17179869184,2147483648,12872007680,748290048
200,1742768627359,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.11020278930664,49.95935821533203,53.641929626464844,51.853755950927734,48.33026885986328,50.99156188964844,48.9582405090332,50.48076629638672,49.91752243041992,47.23589324951172,28.571430206298828,28.571430206298828,61.904762268066406,55,45,33.333335876464844,50,33.333335876464844,10,19.047618865966797,10.003464698791504,17179869184,2147483648,12877709312,748290048
204,1742768627560,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.11020278930664,49.95935821533203,53.641929626464844,51.853755950927734,48.33026885986328,50.99156188964844,48.9582405090332,50.48076629638672,49.91752243041992,47.23589324951172,21.052631378173828,25,70,30.000001907348633,15.789472579956055,4.761904716491699,0,0,0,0,10.003464698791504,17179869184,2147483648,12880625664,748290048
204,1742768627765,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.11020278930664,49.95935821533203,53.641929626464844,51.853755950927734,48.33026885986328,50.99156188964844,48.9582405090332,50.48076629638672,49.91752243041992,47.23589324951172,14.285715103149414,10,33.333335876464844,0,66.66667175292969,0,0,0,0,0,10.003464698791504,17179869184,2147483648,12880625664,748290048
204,1742768627970,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.87966537475586,50.642520904541016,53.12255096435547,52.023502349853516,50.46681213378906,52.71376419067383,50.256038665771484,51.390438079833984,50.844085693359375,48.19373321533203,20,18.18181800842285,100,5,4.761904716491699,0,0,0,0,0,10.003464698791504,17179869184,2147483648,12864946176,748290048
204,1742768628175,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.87966537475586,50.642520904541016,53.12255096435547,52.023502349853516,50.46681213378906,52.71376419067383,50.256038665771484,51.390438079833984,50.844085693359375,48.19373321533203,33.333335876464844,31.57894515991211,55,63.6363639831543,5,4.761904716491699,4.545454502105713,0,0,0,10.003464698791504,17179869184,2147483648,12878987264,748290048
