Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742768573200,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.34992980957031,50.241268157958984,50.56858825683594,49.574119567871094,50.55168151855469,52.91989517211914,50.283348083496094,51.152671813964844,50.722042083740234,48.29883575439453,0,0,0,0,0,100,0,0,0,0,9.981014251708984,17179869184,2147483648,12853395456,748290048
204,1742768573200,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.34992980957031,50.241268157958984,50.56858825683594,49.574119567871094,50.55168151855469,52.91989517211914,50.283348083496094,51.152671813964844,50.722042083740234,48.29883575439453,NaN,NaN,0,0,0,100,0,0,0,0,9.981014251708984,17179869184,2147483648,12853395456,748290048
204,1742768573405,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.34992980957031,50.241268157958984,50.56858825683594,49.574119567871094,50.55168151855469,52.91989517211914,50.283348083496094,51.152671813964844,50.722042083740234,48.29883575439453,10,22.72727394104004,90.47618865966797,70,31.57894515991211,14.285715103149414,23.809524536132813,10,14.285715103149414,10,14.470039367675781,17179869184,2147483648,12845711360,748290048
204,1742768573610,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.34992980957031,50.241268157958984,50.56858825683594,49.574119567871094,50.55168151855469,52.91989517211914,50.283348083496094,51.152671813964844,50.722042083740234,48.29883575439453,19.047618865966797,15.000000953674316,60.000003814697266,33.333335876464844,33.333335876464844,50,5,13.636363983154297,5,5,14.470039367675781,17179869184,2147483648,12819759104,748290048
204,1742768573814,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.998069763183594,49.28327941894531,50.01893615722656,48.98200607299805,48.401145935058594,50.72703170776367,48.357032775878906,49.587547302246094,49.19889831542969,46.90345764160156,10,10,23.809524536132813,33.333335876464844,47.619049072265625,0,5,0,4.761904716491699,0,14.470039367675781,17179869184,2147483648,12814237696,748290048
200,1742768574019,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.998069763183594,49.28327941894531,50.01893615722656,48.98200607299805,48.401145935058594,50.72703170776367,48.357032775878906,49.587547302246094,49.19889831542969,46.90345764160156,25,20,50,40,15.000000953674316,22.72727394104004,27.272727966308594,5,0,0,14.470039367675781,17179869184,2147483648,12839927808,748290048
204,1742768574220,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.998069763183594,49.28327941894531,50.01893615722656,48.98200607299805,48.401145935058594,50.72703170776367,48.357032775878906,49.587547302246094,49.19889831542969,46.90345764160156,40,38.095237731933594,60.000003814697266,45,40,44.4444465637207,40,20,21.052631378173828,23.809524536132813,14.470039367675781,17179869184,2147483648,12851118080,748290048
211,1742768574425,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.998069763183594,49.28327941894531,50.01893615722656,48.98200607299805,48.401145935058594,50.72703170776367,48.357032775878906,49.587547302246094,49.19889831542969,46.90345764160156,20,25,25,25,33.333335876464844,42.85714340209961,20,5,5,5,11.52835464477539,17179869184,2147483648,12870107136,748290048
195,1742768574646,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.998069763183594,49.28327941894531,50.01893615722656,48.98200607299805,48.401145935058594,50.72703170776367,48.357032775878906,49.587547302246094,49.19889831542969,46.90345764160156,31.81818199157715,27.272727966308594,54.54545593261719,26.086956024169922,22.72727394104004,63.6363639831543,18.18181800842285,17.39130401611328,13.636363983154297,13.636363983154297,11.52835464477539,17179869184,2147483648,12874596352,748290048
11,1742768574842,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.56695556640625,49.897605895996094,50.33905029296875,49.135738372802734,49.2899169921875,52.29574203491211,49.3469352722168,50.3720703125,50.197906494140625,47.91734313964844,20,21.052631378173828,15.000000953674316,10.526315689086914,10,10,10,5.263157844543457,14.285715103149414,10,11.52835464477539,17179869184,2147483648,12769099776,748290048
