Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742768542268,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.28290557861328,48.2403450012207,48.811187744140625,47.920875549316406,49.048255920410156,49.794307708740234,47.44449996948242,48.507843017578125,48.03793716430664,46.291419982910156,0,0,0,0,0,0,0,0,0,0,7.902368545532227,17179869184,2147483648,12720783360,748290048
200,1742768542268,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.28290557861328,48.2403450012207,48.811187744140625,47.920875549316406,49.048255920410156,49.794307708740234,47.44449996948242,48.507843017578125,48.03793716430664,46.291419982910156,NaN,0,0,100,0,0,0,0,0,0,7.902368545532227,17179869184,2147483648,12724207616,748290048
204,1742768542469,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.28290557861328,48.2403450012207,48.811187744140625,47.920875549316406,49.048255920410156,49.794307708740234,47.44449996948242,48.507843017578125,48.03793716430664,46.291419982910156,14.285715103149414,15.000000953674316,95,0,0,0,0,0,0,4.761904716491699,7.902368545532227,17179869184,2147483648,12750782464,748290048
204,1742768542674,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.28290557861328,48.2403450012207,48.811187744140625,47.920875549316406,49.048255920410156,49.794307708740234,47.44449996948242,48.507843017578125,48.03793716430664,46.291419982910156,20,15.000000953674316,5,100,9.090909004211426,0,5,0,0,0,7.902368545532227,17179869184,2147483648,12771098624,748290048
204,1742768542879,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.04167556762695,47.533416748046875,48.43396759033203,48.414031982421875,45.75872039794922,48.125244140625,46.7407341003418,48.106929779052734,47.236297607421875,45.42346954345703,15.000000953674316,19.047618865966797,52.38095474243164,38.095237731933594,0,9.523809432983398,5,4.761904716491699,0,0,7.902368545532227,17179869184,2147483648,12777521152,748290048
203,1742768543084,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.04167556762695,47.533416748046875,48.43396759033203,48.414031982421875,45.75872039794922,48.125244140625,46.7407341003418,48.106929779052734,47.236297607421875,45.42346954345703,35,40,45,42.85714340209961,5,5,10,5,0,0,7.902368545532227,17179869184,2147483648,12804489216,748290048
204,1742768543288,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.04167556762695,47.533416748046875,48.43396759033203,48.414031982421875,45.75872039794922,48.125244140625,46.7407341003418,48.106929779052734,47.236297607421875,45.42346954345703,19.047618865966797,10,100,5,4.761904716491699,0,0,0,0,0,10.982564926147461,17179869184,2147483648,12824477696,748290048
204,1742768543493,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.04167556762695,47.533416748046875,48.43396759033203,48.414031982421875,45.75872039794922,48.125244140625,46.7407341003418,48.106929779052734,47.236297607421875,45.42346954345703,19.047618865966797,25,47.619049072265625,47.36842346191406,15.000000953674316,20,36.3636360168457,4.761904716491699,0,0,10.982564926147461,17179869184,2147483648,12808241152,748290048
200,1742768543698,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.04167556762695,47.533416748046875,48.43396759033203,48.414031982421875,45.75872039794922,48.125244140625,46.7407341003418,48.106929779052734,47.236297607421875,45.42346954345703,47.36842346191406,42.85714340209961,50,61.904762268066406,50,33.333335876464844,35,26.3157901763916,28.571430206298828,30.000001907348633,10.982564926147461,17179869184,2147483648,12824477696,748290048
9,1742768543900,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.74383544921875,48.400726318359375,50.240272521972656,48.966922760009766,47.01703643798828,49.080810546875,48.032371520996094,48.938819885253906,47.9111328125,46.30842590332031,20,20,23.809524536132813,14.285715103149414,18.18181800842285,0,5,9.523809432983398,0,0,10.982564926147461,17179869184,2147483648,12729024512,748290048
