Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742768667711,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.566680908203125,50.525638580322266,53.58515167236328,51.64695358276367,49.199005126953125,51.61626434326172,49.70829772949219,50.96888732910156,50.334312438964844,48.301109313964844,50,50,50,50,0,0,0,0,0,0,10.28731918334961,17179869184,2147483648,12626214912,748290048
204,1742768667711,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.566680908203125,50.525638580322266,53.58515167236328,51.64695358276367,49.199005126953125,51.61626434326172,49.70829772949219,50.96888732910156,50.334312438964844,48.301109313964844,50,0,100,0,0,0,0,0,0,0,10.28731918334961,17179869184,2147483648,12628197376,748290048
204,1742768667916,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.94841384887695,50.616851806640625,50.67906188964844,49.694969177246094,48.470359802246094,51.27137756347656,49.01203155517578,50.24323654174805,50.08953094482422,47.72320556640625,25,25,95,10,9.523809432983398,9.090909004211426,5,5,4.761904716491699,4.761904716491699,10.28731918334961,17179869184,2147483648,12660195328,748290048
204,1742768668121,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.94841384887695,50.616851806640625,50.67906188964844,49.694969177246094,48.470359802246094,51.27137756347656,49.01203155517578,50.24323654174805,50.08953094482422,47.72320556640625,15.789472579956055,10,76.19047546386719,57.142860412597656,52.6315803527832,30.000001907348633,40,25,20,15.000000953674316,10.28731918334961,17179869184,2147483648,12690751488,748290048
204,1742768668326,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.94841384887695,50.616851806640625,50.67906188964844,49.694969177246094,48.470359802246094,51.27137756347656,49.01203155517578,50.24323654174805,50.08953094482422,47.72320556640625,10,14.285715103149414,100,9.090909004211426,9.090909004211426,0,0,0,0,0,10.143218994140625,17179869184,2147483648,12690522112,748290048
204,1742768668531,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.94841384887695,50.616851806640625,50.67906188964844,49.694969177246094,48.470359802246094,51.27137756347656,49.01203155517578,50.24323654174805,50.08953094482422,47.72320556640625,9.523809432983398,10,95.45454406738281,0,0,4.761904716491699,0,0,0,4.761904716491699,10.143218994140625,17179869184,2147483648,12694274048,748290048
200,1742768668737,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.94841384887695,50.616851806640625,50.67906188964844,49.694969177246094,48.470359802246094,51.27137756347656,49.01203155517578,50.24323654174805,50.08953094482422,47.72320556640625,19.047618865966797,15.000000953674316,100,10,0,0,0,0,0,0,10.143218994140625,17179869184,2147483648,12705988608,748290048
203,1742768668937,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.640357971191406,50.937255859375,54.650352478027344,51.47067642211914,48.84069061279297,51.60881042480469,49.8575439453125,50.86132049560547,50.359806060791016,47.903358459472656,10.526315689086914,10,94.73684692382813,40,25,26.3157901763916,25,10,9.523809432983398,10,10.143218994140625,17179869184,2147483648,12713099264,748290048
204,1742768669141,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.640357971191406,50.937255859375,54.650352478027344,51.47067642211914,48.84069061279297,51.60881042480469,49.8575439453125,50.86132049560547,50.359806060791016,47.903358459472656,14.285715103149414,10,42.85714340209961,40,78.94737243652344,38.095237731933594,23.809524536132813,15.000000953674316,5,0,10.143218994140625,17179869184,2147483648,12718637056,748290048
200,1742768669346,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.640357971191406,50.937255859375,54.650352478027344,51.47067642211914,48.84069061279297,51.60881042480469,49.8575439453125,50.86132049560547,50.359806060791016,47.903358459472656,19.047618865966797,14.285715103149414,71.42857360839844,25,9.523809432983398,5,0,0,0,4.761904716491699,7.355751991271973,17179869184,2147483648,12721930240,748290048
204,1742768669547,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.640357971191406,50.937255859375,54.650352478027344,51.47067642211914,48.84069061279297,51.60881042480469,49.8575439453125,50.86132049560547,50.359806060791016,47.903358459472656,10.526315689086914,15.789472579956055,31.57894515991211,19.047618865966797,42.105262756347656,20,4.761904716491699,0,0,0,7.355751991271973,17179869184,2147483648,12721930240,748290048
204,1742768669752,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.640357971191406,50.937255859375,54.650352478027344,51.47067642211914,48.84069061279297,51.60881042480469,49.8575439453125,50.86132049560547,50.359806060791016,47.903358459472656,38.095237731933594,40.90909194946289,47.619049072265625,15.789472579956055,9.090909004211426,66.66667175292969,5,0,0,0,7.355751991271973,17179869184,2147483648,12711067648,748290048
204,1742768669957,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.534427642822266,51.15399169921875,53.03894805908203,51.485408782958984,50.965110778808594,53.51319885253906,49.95671463012695,51.18987274169922,50.89622497558594,48.77076721191406,25,15.789472579956055,70,33.333335876464844,0,0,0,0,0,0,7.355751991271973,17179869184,2147483648,12714360832,748290048
200,1742768670167,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.534427642822266,51.15399169921875,53.03894805908203,51.485408782958984,50.965110778808594,53.51319885253906,49.95671463012695,51.18987274169922,50.89622497558594,48.77076721191406,28.571430206298828,28.571430206298828,85.71428680419922,36.3636360168457,4.761904716491699,9.523809432983398,0,0,0,0,7.355751991271973,17179869184,2147483648,12713689088,748290048
204,1742768670367,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.534427642822266,51.15399169921875,53.03894805908203,51.485408782958984,50.965110778808594,53.51319885253906,49.95671463012695,51.18987274169922,50.89622497558594,48.77076721191406,25,28.571430206298828,70,0,5,15.000000953674316,14.285715103149414,0,0,0,10.54786491394043,17179869184,2147483648,12715376640,748290048
202,1742768670572,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,51.534427642822266,51.15399169921875,53.03894805908203,51.485408782958984,50.965110778808594,53.51319885253906,49.95671463012695,51.18987274169922,50.89622497558594,48.77076721191406,26.3157901763916,25,95.23809814453125,23.809524536132813,19.047618865966797,10,15.000000953674316,14.285715103149414,10,15.000000953674316,10.54786491394043,17179869184,2147483648,12711198720,748290048
204,1742768670775,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.784873962402344,51.01205062866211,54.05747985839844,52.31614685058594,49.00237274169922,51.7115478515625,49.76329803466797,51.25152587890625,50.65104675292969,48.46208953857422,28.571430206298828,25,50,54.54545593261719,5.263157844543457,19.047618865966797,10,5,4.761904716491699,5,10.54786491394043,17179869184,2147483648,12711018496,748290048
204,1742768670980,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.784873962402344,51.01205062866211,54.05747985839844,52.31614685058594,49.00237274169922,51.7115478515625,49.76329803466797,51.25152587890625,50.65104675292969,48.46208953857422,19.047618865966797,20,100,25,9.523809432983398,0,0,4.761904716491699,0,0,10.54786491394043,17179869184,2147483648,12719603712,748290048
204,1742768671184,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,50.784873962402344,51.01205062866211,54.05747985839844,52.31614685058594,49.00237274169922,51.7115478515625,49.76329803466797,51.25152587890625,50.65104675292969,48.46208953857422,30.000001907348633,28.571430206298828,57.142860412597656,50,0,0,13.636363983154297,0,0,0,10.54786491394043,17179869184,2147483648,12724830208,748290048
