Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742768555773,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.97927474975586,49.32591247558594,50.92054748535156,49.427764892578125,48.44610595703125,50.59737014770508,48.37345504760742,49.83268737792969,48.98974609375,46.79228973388672,0,NaN,0,NaN,NaN,50,50,0,0,0,12.437005043029785,17179869184,2147483648,12599066624,748290048
204,1742768555773,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.97927474975586,49.32591247558594,49.42357635498047,48.366798400878906,46.75959014892578,50.59737014770508,48.37345504760742,49.83268737792969,48.98974609375,46.79228973388672,NaN,0,100,100,50,NaN,0,NaN,NaN,0,12.437005043029785,17179869184,2147483648,12599066624,748290048
204,1742768555978,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.00746536254883,48.763031005859375,49.42357635498047,48.366798400878906,46.75959014892578,49.139652252197266,47.56989288330078,49.08175277709961,48.342037200927734,46.015785217285156,9.523809432983398,10,70,57.142860412597656,45,45,15.789472579956055,10,9.523809432983398,4.761904716491699,12.437005043029785,17179869184,2147483648,12599066624,748290048
200,1742768556183,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.00746536254883,48.763031005859375,49.42357635498047,48.366798400878906,46.75959014892578,49.139652252197266,47.56989288330078,49.08175277709961,48.342037200927734,46.015785217285156,9.523809432983398,9.523809432983398,80.95238494873047,0,23.809524536132813,0,4.761904716491699,0,0,0,12.437005043029785,17179869184,2147483648,12599066624,748290048
204,1742768556384,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.00746536254883,48.763031005859375,49.42357635498047,48.366798400878906,46.75959014892578,49.139652252197266,47.56989288330078,49.08175277709961,48.342037200927734,46.015785217285156,25,20,63.15789031982422,40,5,5,5,5,5,0,12.112834930419922,17179869184,2147483648,12642959360,748290048
204,1742768556589,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.00746536254883,48.763031005859375,49.42357635498047,48.366798400878906,46.75959014892578,49.139652252197266,47.56989288330078,49.08175277709961,48.342037200927734,46.015785217285156,30.000001907348633,30.000001907348633,47.619049072265625,33.333335876464844,28.571430206298828,23.809524536132813,30.000001907348633,14.285715103149414,9.523809432983398,4.761904716491699,12.112834930419922,17179869184,2147483648,12677267456,748290048
200,1742768556794,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.041988372802734,49.0247688293457,50.836509704589844,49.48190689086914,48.15117645263672,50.32032775878906,48.27252197265625,49.73619079589844,48.57621383666992,46.415008544921875,35,40,61.904762268066406,60.000003814697266,35,35,30.000001907348633,19.047618865966797,5,10,12.112834930419922,17179869184,2147483648,12677267456,748290048
204,1742768556995,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.041988372802734,49.0247688293457,50.836509704589844,49.48190689086914,48.15117645263672,50.32032775878906,48.27252197265625,49.73619079589844,48.57621383666992,46.415008544921875,30.000001907348633,25,57.894737243652344,30.000001907348633,25,25,38.095237731933594,0,0,0,12.112834930419922,17179869184,2147483648,12677267456,748290048
199,1742768557204,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.041988372802734,49.0247688293457,50.836509704589844,49.48190689086914,48.15117645263672,50.32032775878906,48.27252197265625,49.73619079589844,48.57621383666992,46.415008544921875,28.571430206298828,30.000001907348633,45.45454788208008,38.095237731933594,33.333335876464844,28.571430206298828,19.047618865966797,9.523809432983398,9.523809432983398,9.090909004211426,12.112834930419922,17179869184,2147483648,12677267456,748290048
8,1742768557403,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,49.041988372802734,49.0247688293457,50.836509704589844,49.48190689086914,48.15117645263672,50.32032775878906,48.27252197265625,49.73619079589844,48.57621383666992,46.415008544921875,36.842105865478516,35,57.894737243652344,52.6315803527832,42.105262756347656,40,31.57894515991211,28.571430206298828,26.3157901763916,21.052631378173828,9.029905319213867,17179869184,2147483648,12617728000,748290048
