Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742768553696,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.76394271850586,48.21345138549805,49.167091369628906,48.870880126953125,46.73609924316406,48.71936798095703,47.44524383544922,48.73207092285156,47.71501922607422,45.406944274902344,50,0,0,0,100,0,0,0,0,0,8.529484748840332,17179869184,2147483648,12593168384,748290048
203,1742768553696,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,47.76394271850586,48.21345138549805,49.167091369628906,48.870880126953125,46.73609924316406,48.71936798095703,47.44524383544922,48.73207092285156,47.71501922607422,45.406944274902344,NaN,NaN,NaN,NaN,100,50,0,0,0,0,8.529484748840332,17179869184,2147483648,12593168384,748290048
202,1742768553899,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.82413864135742,49.16362762451172,49.715484619140625,48.70517349243164,48.74021911621094,50.6742057800293,48.617984771728516,49.653602600097656,48.782920837402344,46.44988250732422,30.000001907348633,33.333335876464844,61.904762268066406,54.54545593261719,55,38.095237731933594,35,9.523809432983398,4.761904716491699,0,8.529484748840332,17179869184,2147483648,12593168384,748290048
204,1742768554102,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.82413864135742,49.16362762451172,49.715484619140625,48.70517349243164,48.74021911621094,50.6742057800293,48.617984771728516,49.653602600097656,48.782920837402344,46.44988250732422,30.000001907348633,28.571430206298828,40,65,23.809524536132813,10.526315689086914,19.047618865966797,15.000000953674316,10,20,8.529484748840332,17179869184,2147483648,12593168384,748290048
200,1742768554307,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.82413864135742,49.16362762451172,49.715484619140625,48.70517349243164,48.74021911621094,50.6742057800293,48.617984771728516,49.653602600097656,48.782920837402344,46.44988250732422,25,26.3157901763916,50,30.000001907348633,45,14.285715103149414,20,9.523809432983398,9.523809432983398,9.523809432983398,9.918940544128418,17179869184,2147483648,12667256832,748290048
204,1742768554508,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.82413864135742,49.16362762451172,49.715484619140625,48.70517349243164,48.74021911621094,50.6742057800293,48.617984771728516,49.653602600097656,48.782920837402344,46.44988250732422,20,19.047618865966797,47.619049072265625,21.052631378173828,25,5,15.000000953674316,5.263157844543457,0,0,9.918940544128418,17179869184,2147483648,12677693440,748290048
199,1742768554713,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.82413864135742,49.16362762451172,49.715484619140625,48.70517349243164,48.74021911621094,50.6742057800293,48.617984771728516,49.653602600097656,48.782920837402344,46.44988250732422,10,10,65,13.636363983154297,4.761904716491699,42.85714340209961,0,0,4.761904716491699,0,9.918940544128418,17179869184,2147483648,12708528128,748290048
204,1742768554913,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.97927474975586,49.32591247558594,50.92054748535156,49.427764892578125,48.44610595703125,50.59737014770508,48.37345504760742,49.83268737792969,48.98974609375,46.79228973388672,23.809524536132813,20,55,52.6315803527832,10.526315689086914,5.263157844543457,20,13.636363983154297,0,0,9.918940544128418,17179869184,2147483648,12703596544,748290048
204,1742768555118,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.97927474975586,49.32591247558594,50.92054748535156,49.427764892578125,48.44610595703125,50.59737014770508,48.37345504760742,49.83268737792969,48.98974609375,46.79228973388672,28.571430206298828,21.052631378173828,90.47618865966797,23.809524536132813,19.047618865966797,19.047618865966797,14.285715103149414,10,10,10.526315689086914,9.918940544128418,17179869184,2147483648,12707971072,748290048
12,1742768555323,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,48.97927474975586,49.32591247558594,50.92054748535156,49.427764892578125,48.44610595703125,50.59737014770508,48.37345504760742,49.83268737792969,48.98974609375,46.79228973388672,26.3157901763916,23.809524536132813,30.000001907348633,20,15.000000953674316,10,15.000000953674316,14.285715103149414,15.000000953674316,9.523809432983398,12.437005043029785,17179869184,2147483648,12600721408,748290048
