Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742841097214,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,4.669471740722656,2.9180450439453125,4.346160888671875,0.7891693115234375,10.803970336914063,15.972320556640625,26.44318389892578,0.5901336669921875,25.41138458251953,1.6388015747070313,4.4510040283203125,2.2709503173828125,4154.3739013671875,6144,189,6555,62,0,59088.738830566406,25095.015014648438,1175.4705200195313,17012056064,4030738432,7092375552,0
199,1742841097215,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,23.400390625,22.831283569335938,42.07392120361328,4.911834716796875,56.10681915283203,2.8525848388671875,14.765106201171875,9.737457275390625,25.820274353027344,9.246208190917969,39.433021545410156,24.320152282714844,4154.4149169921875,6144,189,5580,62,0,59089.44470214844,25095.329650878906,1175.471435546875,17012056064,4030738432,7092916224,0
199,1742841097415,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,5.081336975097656,2.212188720703125,12.115745544433594,3.1465377807617188,99.23129272460938,0.6445770263671875,39.11515426635742,0.6401519775390625,6.848419189453125,0.6844406127929688,4.0131988525390625,2.2815475463867188,4154.579772949219,6144,189,5531,62,0,59093.231689453125,25096.755249023438,1175.4842529296875,17012056064,4030738432,7112765440,0
200,1742841097615,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,3.6382904052734375,2.0627975463867188,2.9557723999023438,0.6645584106445313,100,0.45145416259765625,66.4906005859375,0.5401763916015625,4.3574066162109375,1.2657318115234375,5.164802551269531,1.6292495727539063,4154.7332763671875,6144,189,5573,61,0,59097.15100097656,25098.295288085938,1175.4879150390625,17012056064,4030738432,7122612224,0
200,1742841097815,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,26.40355682373047,3.7137603759765625,12.884346008300781,0.8600997924804688,68.99349975585938,0,3.0009994506835938,0.0839691162109375,34.660057067871094,1.1394805908203125,4.387428283691406,1.3543930053710938,4154.9169921875,6144,189,5650,61,0,59100.988708496094,25099.72479248047,1175.4944458007813,17012056064,4030738432,7140028416,0
200,1742841098016,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2.7940902709960938,2.1126861572265625,100,0,69.84391021728516,2.2857894897460938,4.5988006591796875,0.548492431640625,4.1153564453125,0.179473876953125,0.943572998046875,2.4726333618164063,4155.0872802734375,6144,189,5585,61,0,59105.017028808594,25101.367614746094,1175.5045776367188,17012056064,4030738432,7149690880,0
200,1742841098216,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2.6644515991210938,1.8050689697265625,100,0.3786468505859375,36.77155303955078,0.4582366943359375,1.9713134765625,0.37448883056640625,2.1279830932617188,1.5155868530273438,0.78741455078125,3.1132125854492188,4155.28759765625,6144,189,5549,61,0,59108.75390625,25102.69122314453,1175.5088500976563,17012056064,4030738432,7162781696,0
200,1742841098417,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,4.706138610839844,1.8082504272460938,100,0,68.94673919677734,0.12123870849609375,5.724456787109375,0,6.780265808105469,0.3768463134765625,2.3360519409179688,1.9975509643554688,4155.4603271484375,6144,189,5609,61,0,59112.77392578125,25104.330322265625,1175.5123291015625,17012056064,4030738432,7163658240,0
200,1742841098617,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,3.2070770263671875,1.9719696044921875,100,0.11794281005859375,7.6538543701171875,0.35222625732421875,1.90594482421875,0.28125762939453125,33.366432189941406,0.25313568115234375,2.9154434204101563,1.4610595703125,4155.621826171875,6144,189,5608,61,0,59116.5048828125,25105.665466308594,1175.5186767578125,17012056064,4030738432,7175258112,0
199,1742841098818,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,3.3504562377929688,2.0517959594726563,42.43122863769531,1.35455322265625,69.283447265625,0.321075439453125,61.56527328491211,0.875946044921875,4.319328308105469,1.2299957275390625,1.2665252685546875,1.9566192626953125,4155.802673339844,6144,189,5608,61,0,59120.48596191406,25107.25225830078,1175.5283813476563,17012056064,4030738432,7175421952,0
