Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742839786335,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,3.6734085083007813,3.325836181640625,1.8206787109375,0.805908203125,26.61072540283203,28.89337921142578,4.97393798828125,0.316558837890625,4.093994140625,36.226497650146484,3.9048004150390625,1.8712387084960938,3208.2068481445313,6144,189,6427,60,0,38279.61444091797,19069.3173828125,1110.4874267578125,17012056064,4030738432,7066198016,0
199,1742839786336,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,8.938407897949219,19.504684448242188,11.411003112792969,0.8413543701171875,46.25035858154297,0.6207504272460938,44.05352020263672,12.219268798828125,34.11872100830078,0.008270263671875,33.37480163574219,3.955841064453125,3208.2440795898438,6144,189,5488,60,0,38280.30187988281,19069.610595703125,1110.4874267578125,17012056064,4030738432,7066046464,0
199,1742839786535,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,15.914375305175781,6.8237152099609375,5.012306213378906,1.90264892578125,88.69623565673828,2.3904800415039063,44.65135192871094,3.18310546875,18.3150634765625,6.0672760009765625,9.525566101074219,6.795562744140625,3208.4308471679688,6144,189,5519,60,0,38284.35870361328,19071.279724121094,1110.5111083984375,17012056064,4030738432,7038525440,0
199,1742839786735,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,78.24575805664063,1.0120468139648438,3.3246841430664063,0.5459823608398438,88.9727554321289,1.5966110229492188,8.13336181640625,0.37328338623046875,5.594169616699219,0.6062164306640625,16.617698669433594,2.2684783935546875,3208.5968017578125,6144,189,5477,60,0,38288.41857910156,19072.963439941406,1110.5197143554688,17012056064,4030738432,7043137536,0
199,1742839786936,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,3.8282241821289063,2.5470504760742188,1.807708740234375,2.3211288452148438,54.79066467285156,1.143707275390625,30.627044677734375,1.2419357299804688,52.0809211730957,1.5774002075195313,4.771690368652344,1.8421096801757813,3208.7741088867188,6144,189,5529,60,0,38292.224060058594,19074.379821777344,1110.5270385742188,17012056064,4030738432,7061176320,0
199,1742839787136,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2.656097412109375,1.7116775512695313,0.9647140502929688,0.08542633056640625,100,0.2852783203125,22.13123321533203,0.06137847900390625,57.823123931884766,0,1.9698028564453125,1.1251907348632813,3208.9410400390625,6144,189,5476,60,0,38296.23223876953,19076.003479003906,1110.5324096679688,17012056064,4030738432,7067717632,0
200,1742839787336,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,32.912017822265625,1.39801025390625,1.2015533447265625,0.0204010009765625,100,0.09637451171875,6.619102478027344,0.068511962890625,5.823890686035156,0.2833099365234375,1.28875732421875,1.3647842407226563,3209.1406860351563,6144,189,5464,60,0,38299.961853027344,19077.339904785156,1110.5388793945313,17012056064,4030738432,7080886272,0
200,1742839787536,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,77.250244140625,2.8363265991210938,2.518829345703125,1.8181533813476563,100,0.5719070434570313,9.389396667480469,0.338592529296875,6.3795623779296875,0.6608810424804688,6.880195617675781,1.64593505859375,3209.3253784179688,6144,189,5489,60,0,38304.102783203125,19079.0556640625,1110.55517578125,17012056064,4030738432,7090470912,0
200,1742839787737,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,30.250770568847656,1.7684326171875,2.3559722900390625,0.27346038818359375,100,2.4460067749023438,8.328170776367188,0.693939208984375,5.3604278564453125,0.5683746337890625,7.955345153808594,2.0830001831054688,3209.5015258789063,6144,189,5393,60,0,38307.897033691406,19080.44940185547,1110.5587768554688,17012056064,4030738432,7090765824,0
200,1742839787937,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,6.26116943359375,5.735260009765625,5.089820861816406,2.1440505981445313,99.85145568847656,2.3536834716796875,73.40907287597656,1.0852432250976563,5.9028472900390625,2.2158584594726563,9.080085754394531,3.174591064453125,3209.6871337890625,6144,189,5396,60,0,38312.014221191406,19082.17059326172,1110.5693359375,17012056064,4030738432,7086268416,0
