Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742840172261,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,39.270267486572266,2.357086181640625,9.950225830078125,12.13433837890625,21.767555236816406,0.8813018798828125,9.330650329589844,4.91790771484375,5.5006103515625,1.0029067993164063,3.5517959594726563,2.2445449829101563,3487.9420166015625,6144,189,6377,61,0,44425.71807861328,20891.751953125,1128.5863647460938,17012056064,4030738432,7088099328,0
199,1742840172262,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,14.577781677246094,26.458396911621094,21.118080139160156,6.959930419921875,50.3122673034668,19.044471740722656,28.554595947265625,6.196281433105469,26.33271026611328,6.551750183105469,20.82544708251953,28.00861358642578,3487.9759521484375,6144,189,5484,61,0,44426.364318847656,20892.050415039063,1128.5896606445313,17012056064,4030738432,7087538176,0
200,1742840172462,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,3.7199478149414063,3.1496429443359375,2.2977294921875,0.29454803466796875,92.99678039550781,0.2870635986328125,34.631614685058594,0.6623916625976563,15.84906005859375,0.5767974853515625,1.9279098510742188,9.296043395996094,3488.1387939453125,6144,189,5517,61,0,44430.170471191406,20893.43878173828,1128.5952758789063,17012056064,4030738432,7111680000,0
200,1742840172663,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,29.955474853515625,32.13916015625,44.099632263183594,17.699172973632813,78.53990936279297,17.9156494140625,87.72564697265625,22.744400024414063,31.662033081054688,16.381118774414063,30.62256622314453,15.571578979492188,3488.3399658203125,6144,189,5445,61,0,44435.09069824219,20895.966064453125,1128.6000366210938,17012056064,4030738432,7139422208,0
200,1742840172863,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,18.87047576904297,6.0364227294921875,19.52075958251953,58.47616958618164,23.786338806152344,14.077110290527344,4.8681640625,75.33322143554688,34.05963134765625,3.3945541381835938,22.399703979492188,35.47883605957031,3488.5525512695313,6144,189,5517,61,0,44439.98083496094,20898.464294433594,1128.6052856445313,17012056064,4030738432,7142592512,0
200,1742840173063,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,4.966468811035156,4.74298095703125,16.94092559814453,60.7037239074707,68.99543762207031,1.983245849609375,25.630653381347656,1.08697509765625,3.7348175048828125,0.47647857666015625,1.748748779296875,1.774932861328125,3488.7098999023438,6144,189,5517,61,0,44444.01306152344,20900.086364746094,1128.609130859375,17012056064,4030738432,7152488448,0
200,1742840173264,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2.7754058837890625,79.65579223632813,2.0031051635742188,14.826301574707031,41.25969696044922,2.8485946655273438,11.14947509765625,17.7821044921875,5.6568603515625,2.21575927734375,2.11126708984375,2.0569381713867188,3488.93603515625,6144,189,5437,60,0,44447.941162109375,20901.617614746094,1128.6194458007813,17012056064,4030738432,7173742592,0
200,1742840173464,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,3.580047607421875,3.655853271484375,0.3058929443359375,99.87019348144531,71.6231689453125,0.6419677734375,2.5240707397460938,0.31577301025390625,2.83740234375,0.3521270751953125,0.7434005737304688,1.8080520629882813,3489.0957641601563,6144,189,5437,60,0,44451.913513183594,20903.21044921875,1128.6241455078125,17012056064,4030738432,7196323840,0
200,1742840173665,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,9.808494567871094,7.660377502441406,1.7347564697265625,100,8.307609558105469,5.795867919921875,6.399299621582031,1.8169174194335938,4.821235656738281,33.03687286376953,4.113548278808594,3.2125930786132813,3489.260986328125,6144,189,5577,60,0,44455.82141113281,20904.7255859375,1128.6281127929688,17012056064,4030738432,7180345344,0
200,1742840173865,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,5.47296142578125,3.0737457275390625,0.621429443359375,100,67.71316528320313,1.6207351684570313,2.7431869506835938,0.46697235107421875,6.58160400390625,0.7140655517578125,5.534881591796875,2.0291213989257813,3489.4230346679688,6144,189,5518,60,0,44459.854736328125,20906.360473632813,1128.6322021484375,17012056064,4030738432,7180525568,0
144,1742840174066,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,6.137939453125,4.7838592529296875,1.172210693359375,51.42264175415039,36.3475227355957,10.217567443847656,4.696327209472656,0.759674072265625,10.999092102050781,0.8140182495117188,3.271209716796875,2.2368316650390625,3489.5836791992188,6144,189,5505,60,0,44463.424377441406,20907.548217773438,1128.640380859375,17012056064,4030738432,7100276736,0
