Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742748630869,8493.350646972656,4650,0,1.2,7029.268264770508,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,75.4010238647461,0.04097747802734375,7.815544128417969,1.6780471801757813,37.16181945800781,10.756866455078125,8.992874145507813,56.63072204589844,3.3450927734375,8.004440307617188,37.657535552978516,2.076812744140625,34239672320,34583793664,9619542016,0
190,1742748630879,5883.751663208008,4650,0,1.2,7029.97575378418,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,38.219757080078125,4.820426940917969,16.26483917236328,3.6392288208007813,57.13837432861328,10.857917785644531,57.13090133666992,20.870094299316406,7.520530700683594,24.43536376953125,3.1745223999023438,8.389427185058594,34239672320,34583793664,9618731008,0
200,1742748631070,8494.23779296875,4650,0,1.18125,7038.665496826172,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,4.33258056640625,1.7218475341796875,0.358154296875,1.3036880493164063,65.72760009765625,1.6824722290039063,31.502334594726563,6.826393127441406,0.25598907470703125,0,3.0694808959960938,0.14217376708984375,34239672320,34583793664,9641123840,0
200,1742748631270,8495.037658691406,3720.0000000000005,0,1.2,7048.372375488281,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,21.006507873535156,1.70587158203125,0.37364959716796875,4.827842712402344,63.33762741088867,3.4587936401367188,21.952102661132813,19.147048950195313,5.1743927001953125,0.485321044921875,1.5971908569335938,2.8672866821289063,34239672320,34583793664,9661972480,0
3,1742748631470,8495.433517456055,4650,0,1.2,7056.470031738281,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3.4244384765625,2.09637451171875,0.778656005859375,1.786224365234375,51.22742462158203,2.248382568359375,16.321151733398438,3.4763565063476563,0.08919525146484375,0.2031707763671875,1.7784271240234375,0.3375396728515625,34239672320,34583793664,9626214400,0
