Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1742749184624,9078.953125,4650,0,1.1875,24671.575439453125,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,78.28243255615234,4.135917663574219,14.132720947265625,9.499809265136719,44.22511672973633,18.406631469726563,30.587387084960938,40.45418930053711,9.159820556640625,15.76068115234375,33.59832763671875,4.172920227050781,34239672320,34583793664,9612214272,0
191,1742749184633,9079.015350341797,4650,0,1.19375,24672.231033325195,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,34.902366638183594,0,0,12.099716186523438,49.35649871826172,28.005538940429688,42.72370147705078,18.413597106933594,0,23.555503845214844,0,16.383331298828125,34239672320,34583793664,9611517952,0
199,1742749184825,6545.51692199707,4650,0,1.20625,24681.27848815918,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,11.634025573730469,1.8115158081054688,0,4.0360870361328125,76.55061340332031,9.203948974609375,5.551109313964844,26.049163818359375,1.8638229370117188,2.8957977294921875,1.3469467163085938,2.109100341796875,34239672320,34583793664,9640087552,0
200,1742749185025,9080.030029296875,4650,0,1.2,24690.054153442383,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,6.851936340332031,0.5172119140625,0.43062591552734375,1.5139389038085938,94.07807922363281,1.1530685424804688,4.05755615234375,8.070365905761719,0.594207763671875,0.11080169677734375,0.30059814453125,0.413848876953125,34239672320,34583793664,9642164224,0
3,1742749185225,6548.207107543945,4650,0,1.18125,24697.8240814209,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,3701,7.274017333984375,1.461669921875,0,1.4344711303710938,59.30476760864258,0.6745758056640625,3.5130462646484375,1.0509796142578125,0.7941207885742188,0,0.44155120849609375,0,34239672320,34583793664,9615097856,0
