Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740438175068,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,13.116432189941406,0,8.110191345214844,0,53.82975769042969,2.816436767578125,44.45710754394531,0.20514678955078125,6.169525146484375,1.5111923217773438,10.929824829101563,0.08037567138671875,4655.025085449219,4096,243,55,4,65201.036376953125,59566.923889160156,406.94281005859375,16976154624,5100273664,7860731904,0
199,1740438175070,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,25.147369384765625,0.39427947998046875,32.654083251953125,0.806304931640625,37.8946647644043,7.495140075683594,20.42298126220703,1.2545928955078125,20.094284057617188,5.293815612792969,9.778244018554688,72.95145416259766,4655.045715332031,4096,243,55,4,65201.42205810547,59567.28350830078,406.945068359375,16976154624,5100273664,7871819776,0
201,1740438175269,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.1562042236328125,0.5233993530273438,12.407012939453125,1.5737991333007813,72.27957153320313,1.5143051147460938,29.03778076171875,0.7902984619140625,2.9023056030273438,2.24530029296875,5.2163543701171875,5.1603546142578125,4655.244567871094,4096,243,55,4,65205.84405517578,59571.44958496094,406.97039794921875,16976154624,5100273664,7906594816,0
200,1740438175470,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,9.858955383300781,0.6645355224609375,21.69084930419922,3.2055435180664063,10.42584228515625,6.2413330078125,6.327949523925781,1.9089279174804688,5.462989807128906,3.9033279418945313,10.237594604492188,14.203536987304688,4655.448547363281,4096,243,55,4,65207.31994628906,59572.62908935547,407.0001220703125,16976154624,5100273664,7901077504,0
199,1740438175671,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.8865203857421875,0.8173294067382813,21.51593780517578,0.45731353759765625,2.3796768188476563,5.547752380371094,6.910758972167969,1.6842727661132813,6.80615234375,2.9788589477539063,6.8466339111328125,2.6936798095703125,4655.6544189453125,4096,243,55,4,65208.32507324219,59573.38171386719,407.02459716796875,16976154624,5100273664,7901065216,0
200,1740438175871,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.095252990722656,1.7078018188476563,18.971160888671875,2.936370849609375,4.43316650390625,4.653205871582031,6.750579833984375,2.3126754760742188,2.794281005859375,1.5152587890625,11.396469116210938,2.8188552856445313,4655.859436035156,4096,243,55,3,65209.296875,59574.10400390625,407.048828125,16976154624,5100273664,7901089792,0
200,1740438176071,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.2636260986328125,2.4262619018554688,16.53485107421875,0.35955047607421875,14.241096496582031,3.3335113525390625,5.530830383300781,0.982574462890625,0.8457412719726563,3.0239105224609375,6.008674621582031,1.3675537109375,4656.0726318359375,4096,243,55,4,65210.620056152344,59575.177185058594,407.07537841796875,16976154624,5100273664,7899660288,0
200,1740438176273,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.886924743652344,1.1473846435546875,27.540000915527344,0.6869354248046875,2.2845840454101563,8.848968505859375,3.2575912475585938,4.801765441894531,1.5064849853515625,3.0311126708984375,10.013359069824219,2.4965057373046875,4656.274169921875,4096,243,55,3,65211.299377441406,59575.60168457031,407.09747314453125,16976154624,5100273664,7899660288,0
200,1740438176473,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.306922912597656,0.5915908813476563,16.64344024658203,0.77215576171875,1.5171661376953125,4.901817321777344,3.7398757934570313,2.1935653686523438,1.7217788696289063,1.9743499755859375,8.914215087890625,1.5762710571289063,4656.4793701171875,4096,243,55,4,65212.26867675781,59576.32537841797,407.12213134765625,16976154624,5100273664,7901179904,0
200,1740438176675,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.4251251220703125,0.11429595947265625,20.30829620361328,0.03841400146484375,3.6823196411132813,5.8062744140625,4.904876708984375,5.13470458984375,0.26071929931640625,3.535400390625,7.671142578125,0.8434371948242188,4656.683410644531,4096,243,55,3,65213.17840576172,59576.98272705078,407.14361572265625,16976154624,5100273664,7901138944,0
