Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740440670991,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,17.315330505371094,2.372161865234375,18.334861755371094,1.96734619140625,51.20832061767578,21.194557189941406,23.56421661376953,5.883056640625,7.144233703613281,8.186508178710938,10.076141357421875,2.21148681640625,7361.911804199219,4096,241,56,4,86309.94201660156,77286.30908203125,721.6365356445313,16976154624,5100273664,7851945984,0
199,1740440670992,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,21.796173095703125,2.3662872314453125,22.304168701171875,2.3861770629882813,94.25067138671875,2.216339111328125,34.438568115234375,2.9094696044921875,17.368087768554688,2.868927001953125,20.721282958984375,2.6302337646484375,7361.932189941406,4096,241,56,4,86310.18505859375,77286.53625488281,721.6387329101563,16976154624,5100273664,7851839488,0
200,1740440671191,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.881683349609375,0.9747695922851563,10.281845092773438,1.963714599609375,78.71326446533203,1.1996536254882813,16.244285583496094,0.6436004638671875,4.1900482177734375,1.4900741577148438,5.160896301269531,10.625778198242188,7362.134216308594,4096,241,56,4,86314.81671142578,77290.892578125,721.6656494140625,16976154624,5100273664,7881015296,0
201,1740440671392,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,13.250411987304688,2.9516067504882813,18.444869995117188,0.866119384765625,8.689857482910156,2.9267425537109375,20.779380798339844,7.146369934082031,18.89173126220703,1.0961837768554688,16.2320556640625,9.398269653320313,7362.3748779296875,4096,241,56,4,86318.54309082031,77294.31579589844,721.6982421875,16976154624,5100273664,7890989056,0
200,1740440671593,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.227783203125,0.8809432983398438,19.22967529296875,0.35723876953125,1.5411758422851563,4.705406188964844,4.210670471191406,1.1812820434570313,0.49523162841796875,2.4991836547851563,10.753898620605469,1.7695159912109375,7362.584228515625,4096,241,56,4,86319.29656982422,77294.82147216797,721.7196044921875,16976154624,5100273664,7890751488,0
200,1740440671794,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.955162048339844,0.47861480712890625,22.5382080078125,0.4461822509765625,2.8570098876953125,4.694618225097656,5.9422149658203125,4.0705718994140625,1.8603973388671875,5.473838806152344,7.652885437011719,2.37579345703125,7362.794860839844,4096,241,56,4,86320.15124511719,77295.42907714844,721.740966796875,16976154624,5100273664,7890608128,0
200,1740440671995,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.032989501953125,0.7230148315429688,24.552040100097656,0.4066009521484375,1.8997421264648438,4.247383117675781,5.3301849365234375,4.992485046386719,3.073883056640625,8.198211669921875,7.403358459472656,11.626663208007813,7363.007019042969,4096,241,56,4,86320.98150634766,77296.00958251953,721.7639770507813,16976154624,5100273664,7890563072,0
200,1740440672196,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,10.059303283691406,0.37993621826171875,16.11237335205078,0.833099365234375,3.66302490234375,5.53204345703125,3.1840362548828125,1.0008010864257813,1.896331787109375,3.2386627197265625,6.7991485595703125,1.78131103515625,7363.214111328125,4096,241,56,4,86322.06713867188,77296.8452758789,721.7890014648438,16976154624,5100273664,7890567168,0
200,1740440672397,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.25579833984375,2.66510009765625,16.037353515625,1.4800567626953125,30.11705780029297,2.5379409790039063,5.2012176513671875,0.36895751953125,0.7324066162109375,0.81072998046875,6.816520690917969,0.9368820190429688,7363.4241943359375,4096,241,56,4,86323.54541015625,77298.08392333984,721.815185546875,16976154624,5100273664,7887609856,0
199,1740440672597,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.5307769775390625,0.5679473876953125,24.829978942871094,0.8495712280273438,3.3538436889648438,5.413276672363281,5.280509948730469,1.5637054443359375,1.5642013549804688,3.4017105102539063,13.526710510253906,1.725189208984375,7363.6295166015625,4096,241,56,4,86324.35968017578,77298.65112304688,721.837646484375,16976154624,5100273664,7890755584,0
200,1740440672797,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.624481201171875,0.9020767211914063,21.283935546875,0.5301361083984375,3.3249969482421875,5.1566619873046875,2.5668411254882813,1.3965072631835938,3.52337646484375,4.041481018066406,8.176109313964844,1.634674072265625,7363.833984375,4096,241,56,3,86325.26879882813,77299.27899169922,721.86181640625,16976154624,5100273664,7890706432,0
200,1740440672998,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.420829772949219,0.46440887451171875,16.283828735351563,0.33219146728515625,4.553497314453125,5.256431579589844,1.370880126953125,5.884437561035156,0.9856109619140625,1.8078765869140625,8.223930358886719,1.5172805786132813,7364.036865234375,4096,241,56,4,86326.3832397461,77300.1484375,721.8853759765625,16976154624,5100273664,7890612224,0
200,1740440673199,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.556709289550781,0.27414703369140625,23.858070373535156,0,5.729118347167969,4.707206726074219,3.0398406982421875,1.0805130004882813,0.7069778442382813,0.951507568359375,7.273979187011719,3.6378555297851563,7364.243103027344,4096,241,56,3,86327.24865722656,77300.76678466797,721.9091186523438,16976154624,5100273664,7890616320,0
200,1740440673399,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.3664703369140625,5.365562438964844,23.838424682617188,0.9094924926757813,25.133529663085938,4.21002197265625,5.978538513183594,2.027801513671875,2.0314865112304688,4.242652893066406,8.100189208984375,2.1055374145507813,7364.4486083984375,4096,241,56,4,86328.17712402344,77301.45031738281,721.9324951171875,16976154624,5100273664,7888343040,0
200,1740440673600,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,17.03697967529297,1.6732101440429688,14.560775756835938,8.520133972167969,4.522796630859375,6.437110900878906,7.2670745849609375,1.3074951171875,1.798919677734375,1.858978271484375,17.465347290039063,1.5811004638671875,7364.648498535156,4096,241,56,4,86329.53894042969,77302.56756591797,721.955078125,16976154624,5100273664,7889969152,0
200,1740440673800,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.906219482421875,0.2822113037109375,15.174224853515625,0.1856689453125,4.349662780761719,4.68536376953125,1.7910690307617188,1.1603775024414063,0.5690841674804688,1.8313522338867188,26.086082458496094,0.907562255859375,7364.8455810546875,4096,241,56,4,86331.26843261719,77304.03308105469,721.9800415039063,16976154624,5100273664,7889952768,0
200,1740440674001,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.44482421875,0.37941741943359375,18.752662658691406,0.1855316162109375,2.9596023559570313,4.981361389160156,4.029838562011719,5.4192352294921875,0.785247802734375,3.6589279174804688,6.800079345703125,1.2668609619140625,7365.049621582031,4096,241,56,4,86332.3910522461,77304.90759277344,722.00439453125,16976154624,5100273664,7889952768,0
200,1740440674202,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.927543640136719,0.71917724609375,24.58293914794922,2.015106201171875,4.47900390625,7.133522033691406,6.469230651855469,1.2788925170898438,2.432037353515625,4.046440124511719,9.369911193847656,2.02008056640625,7365.247985839844,4096,241,56,4,86333.1640625,77305.41479492188,722.028564453125,16976154624,5100273664,7889924096,0
200,1740440674403,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.3218994140625,2.8358306884765625,14.452629089355469,0.25060272216796875,2.5291519165039063,6.5594024658203125,14.447303771972656,3.2013626098632813,7.455253601074219,1.3497543334960938,13.50408935546875,1.295867919921875,7365.4613037109375,4096,241,56,4,86334.90844726563,77306.90850830078,722.055419921875,16976154624,5100273664,7887790080,0
200,1740440674604,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.690521240234375,0.46831512451171875,19.636138916015625,0.215484619140625,1.8158187866210938,6.188926696777344,2.6667861938476563,1.2507171630859375,3.0975189208984375,2.735443115234375,8.956977844238281,1.79779052734375,7365.671142578125,4096,241,56,3,86335.74963378906,77307.4926147461,722.081787109375,16976154624,5100273664,7890395136,0
200,1740440674805,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.1640472412109375,0.7342071533203125,22.352386474609375,0.34354400634765625,2.6898117065429688,5.4366455078125,2.92816162109375,1.57830810546875,4.434638977050781,3.2391815185546875,8.124382019042969,2.4136886596679688,7365.8759765625,4096,241,56,3,86336.59252929688,77308.08770751953,722.103515625,16976154624,5100273664,7890382848,0
200,1740440675006,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.5008697509765625,0.6153030395507813,17.79296112060547,0.519866943359375,4.073799133300781,4.8560943603515625,1.4794921875,5.988075256347656,4.4476318359375,2.9613723754882813,6.172630310058594,1.96636962890625,7366.0826416015625,4096,241,56,4,86337.7744140625,77309.02227783203,722.1280517578125,16976154624,5100273664,7890370560,0
200,1740440675207,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.064720153808594,0.3515625,15.520561218261719,9.5882568359375,0.9059982299804688,5.2138824462890625,1.7234649658203125,1.5238876342773438,3.9743194580078125,2.0523757934570313,6.658424377441406,2.1388702392578125,7366.2864990234375,4096,241,56,4,86338.62774658203,77309.63623046875,722.14892578125,16976154624,5100273664,7890370560,0
200,1740440675408,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.5910797119140625,0.5941696166992188,23.26282501220703,0.08257293701171875,6.5168914794921875,6.473869323730469,2.5943527221679688,1.2917098999023438,2.0652236938476563,4.811271667480469,9.077239990234375,1.8416976928710938,7366.497253417969,4096,241,56,4,86339.40258789063,77310.1773071289,722.1710815429688,16976154624,5100273664,7890296832,0
