Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740438864016,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.321922302246094,0.5434417724609375,25.826263427734375,0.6002960205078125,55.822898864746094,1.9387664794921875,37.709739685058594,1.0610122680664063,20.119033813476563,0.9470596313476563,13.441078186035156,0.694244384765625,5407.2469482421875,4096,245,56,4,71463.52960205078,64875.24267578125,494.8863525390625,16976154624,5100273664,7675506688,0
200,1740438864016,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.147796630859375,0,22.913055419921875,0,91.71221160888672,0,59.43581771850586,0,0,0,5.406059265136719,0,5407.267883300781,4096,245,56,4,71463.89764404297,64875.56915283203,494.88922119140625,16976154624,5100273664,7685681152,0
200,1740438864216,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,39.30762481689453,2.3636856079101563,12.921585083007813,0.5429611206054688,41.17001724243164,1.9531631469726563,42.50618362426758,0.24054718017578125,3.3089752197265625,0.767425537109375,4.6146392822265625,1.1447219848632813,5407.4888916015625,4096,245,56,4,71468.72900390625,64880.12878417969,494.91815185546875,16976154624,5100273664,7722475520,0
200,1740438864417,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.2580108642578125,0.1028594970703125,15.684005737304688,4.567390441894531,6.68035888671875,3.2938919067382813,13.161918640136719,0.749481201171875,0.6054840087890625,1.5312423706054688,6.677482604980469,0.95733642578125,5407.6983642578125,4096,245,56,4,71470.4072265625,64881.536071777344,494.951416015625,16976154624,5100273664,7723089920,0
200,1740438864618,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.153999328613281,0.397125244140625,21.601951599121094,0.27735137939453125,6.25665283203125,4.9127655029296875,4.351966857910156,1.5761337280273438,6.045738220214844,2.1172866821289063,9.073265075683594,1.2596893310546875,5407.903747558594,4096,245,56,4,71471.32305908203,64882.18731689453,494.97607421875,16976154624,5100273664,7722708992,0
200,1740438864818,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.399749755859375,0.180938720703125,19.822433471679688,0.103607177734375,4.8715972900390625,5.279205322265625,1.0160598754882813,1.473419189453125,1.0247421264648438,1.5564117431640625,7.763671875,1.370513916015625,5408.107604980469,4096,245,56,3,71472.27099609375,64882.88293457031,495.001708984375,16976154624,5100273664,7722270720,0
200,1740438865019,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.4113616943359375,0.0970916748046875,24.05658721923828,0.7826385498046875,6.43292236328125,3.9437255859375,3.2194900512695313,1.1402053833007813,1.4943313598632813,4.262702941894531,8.574050903320313,1.986541748046875,5408.309020996094,4096,245,56,4,71472.93621826172,64883.30438232422,495.02508544921875,16976154624,5100273664,7721852928,0
200,1740438865219,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.789772033691406,2.7627410888671875,17.436058044433594,0.6698074340820313,17.510284423828125,7.721092224121094,3.8635330200195313,3.0707550048828125,2.96356201171875,1.844573974609375,12.583602905273438,2.4983978271484375,5408.5245361328125,4096,245,56,4,71474.1171875,64884.230712890625,495.04815673828125,16976154624,5100273664,7712579584,0
200,1740438865420,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.391441345214844,0.11322784423828125,23.076156616210938,0.07752227783203125,2.9840621948242188,5.720344543457031,3.4073333740234375,2.8787612915039063,1.1533279418945313,2.1742172241210938,10.725006103515625,1.9762725830078125,5408.733947753906,4096,245,56,4,71475.1376953125,64884.988220214844,495.07135009765625,16976154624,5100273664,7716040704,0
200,1740438865621,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.6385650634765625,0.5761260986328125,17.849327087402344,0.6904296875,1.8017807006835938,5.54290771484375,3.9103851318359375,8.956069946289063,2.9136886596679688,2.7236251831054688,7.164131164550781,1.8301849365234375,5408.938720703125,4096,245,56,4,71476.05651855469,64885.65637207031,495.09307861328125,16976154624,5100273664,7715627008,0
201,1740438865821,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,9.307785034179688,0.17142486572265625,21.746368408203125,0.37078857421875,1.79766845703125,6.089973449707031,6.795982360839844,1.8148269653320313,1.1385574340820313,3.1656723022460938,12.195762634277344,2.1223526000976563,5409.142883300781,4096,245,56,3,71476.70587158203,64886.06799316406,495.11285400390625,16976154624,5100273664,7715188736,0
200,1740438866022,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.885475158691406,0.3978118896484375,22.24211883544922,0.4181060791015625,4.718475341796875,5.5194244384765625,1.84271240234375,1.540130615234375,0.82452392578125,3.9391555786132813,10.362281799316406,1.11566162109375,5409.3524169921875,4096,245,56,4,71477.4281616211,64886.550354003906,495.1341552734375,16976154624,5100273664,7714750464,0
199,1740438866223,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,12.509613037109375,0.5408172607421875,18.410797119140625,0,4.5614013671875,6.0045928955078125,4.9518280029296875,1.3761215209960938,0.7862472534179688,2.83282470703125,8.222007751464844,1.4577484130859375,5409.564514160156,4096,245,56,3,71478.16931152344,64887.04626464844,495.156494140625,16976154624,5100273664,7714312192,0
200,1740438866423,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.887138366699219,2.145904541015625,20.897262573242188,0.35595703125,15.1798095703125,4.492622375488281,5.084983825683594,1.7938461303710938,1.758544921875,3.2289352416992188,10.729888916015625,1.1554794311523438,5409.7803955078125,4096,245,56,4,71479.53442382813,64888.15710449219,495.18096923828125,16976154624,5100273664,7716196352,0
200,1740438866624,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.2259368896484375,0.20629119873046875,23.21636962890625,0.6541595458984375,6.301567077636719,5.83892822265625,4.485435485839844,1.7368316650390625,5.841697692871094,3.4733657836914063,8.1923828125,1.4527969360351563,5409.981384277344,4096,245,56,3,71480.4794921875,64888.833435058594,495.2054443359375,16976154624,5100273664,7715737600,0
200,1740438866825,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.756561279296875,0.023223876953125,22.952613830566406,0.111083984375,1.1042633056640625,6.944374084472656,3.186065673828125,1.3407363891601563,0.5815963745117188,2.4094467163085938,10.684806823730469,2.1797561645507813,5410.1868896484375,4096,245,56,3,71481.30682373047,64889.408447265625,495.2303466796875,16976154624,5100273664,7715315712,0
200,1740438867026,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.94873046875,0,19.46600341796875,0,1.9359970092773438,5.634368896484375,1.4900665283203125,0.8983001708984375,0.4136199951171875,2.96942138671875,10.551750183105469,1.7081527709960938,5410.390380859375,4096,245,56,3,71482.0595703125,64889.89697265625,495.255859375,16976154624,5100273664,7714893824,0
200,1740438867227,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.5606536865234375,0.3313751220703125,18.77154541015625,1.8130645751953125,3.9811782836914063,6.330772399902344,3.482208251953125,1.4650344848632813,2.9076919555664063,1.5935440063476563,9.160682678222656,1.9748001098632813,5410.597229003906,4096,245,56,4,71482.95147705078,64890.54040527344,495.2799072265625,16976154624,5100273664,7713132544,0
200,1740438867428,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.674125671386719,2.1838836669921875,13.533531188964844,5.08441162109375,12.152168273925781,3.0346603393554688,3.8545379638671875,1.0840530395507813,2.29010009765625,1.1411666870117188,6.2416534423828125,1.9243850708007813,5410.813537597656,4096,245,56,4,71484.62182617188,64891.96173095703,495.30426025390625,16976154624,5100273664,7715889152,0
200,1740438867629,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.2551116943359375,0.07923126220703125,17.387062072753906,0.1134490966796875,2.6034393310546875,5.24908447265625,3.5374221801757813,1.4984283447265625,5.181854248046875,2.6078643798828125,6.4851837158203125,1.680908203125,5411.0189208984375,4096,245,56,4,71485.74291992188,64892.83447265625,495.32733154296875,16976154624,5100273664,7715442688,0
200,1740438867830,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.4725799560546875,0.4212188720703125,23.291893005371094,0.51434326171875,2.8163299560546875,5.992851257324219,4.1216888427734375,1.8788604736328125,2.417755126953125,3.2464675903320313,7.7407989501953125,2.802703857421875,5411.227966308594,4096,245,56,4,71486.564453125,64893.408264160156,495.34844970703125,16976154624,5100273664,7714971648,0
200,1740438868031,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.561126708984375,0.2811431884765625,15.978279113769531,1.3499832153320313,1.8090133666992188,4.7131195068359375,4.488945007324219,1.0847702026367188,1.2691497802734375,1.8952865600585938,6.666419982910156,3.5595016479492188,5411.437438964844,4096,245,56,4,71487.68585205078,64894.26281738281,495.37249755859375,16976154624,5100273664,7714418688,0
