Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740438950116,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.6888961791992188,2.1585464477539063,21.26020050048828,0.5170516967773438,71.2595443725586,0.7019577026367188,34.32134246826172,1.2906494140625,8.808830261230469,0.7707061767578125,9.153884887695313,0.7101211547851563,5498.9002685546875,4096,245,55,3,72151.22253417969,65450.968994140625,505.37408447265625,16976154624,5100273664,7641141248,0
188,1740438950129,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.318359375,0,19.64769744873047,0,55.37235641479492,0.48935699462890625,54.01829147338867,0,12.109336853027344,0,5.6311798095703125,3.927093505859375,5498.933410644531,4096,245,55,3,72151.88580322266,65451.56530761719,505.37957763671875,16976154624,5100273664,7654567936,0
200,1740438950317,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2.7346343994140625,0.9816818237304688,12.392127990722656,0.5065460205078125,50.0611686706543,2.4880523681640625,23.695518493652344,0.9442825317382813,7.437408447265625,0.75,33.49662780761719,1.4470062255859375,5499.1224365234375,4096,245,55,4,72156.15350341797,65455.569091796875,505.4071044921875,16976154624,5100273664,7687413760,0
200,1740438950517,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.655403137207031,0.23308563232421875,13.40380859375,4.083045959472656,11.631660461425781,2.546630859375,5.325042724609375,0.7089462280273438,1.1327285766601563,0.5010604858398438,5.3579864501953125,1.7199630737304688,5499.329345703125,4096,245,55,3,72157.98791503906,65457.15478515625,505.44219970703125,16976154624,5100273664,7688052736,0
200,1740438950719,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.685523986816406,0.727294921875,23.482192993164063,0.48328399658203125,4.40753173828125,5.365608215332031,3.0822296142578125,1.1620864868164063,0.6034393310546875,1.0758590698242188,7.446952819824219,3.2024383544921875,5499.534973144531,4096,245,55,3,72158.70343017578,65457.613830566406,505.46661376953125,16976154624,5100273664,7688052736,0
200,1740438950919,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.73388671875,2.9067230224609375,17.283531188964844,0.4551849365234375,21.527374267578125,3.338592529296875,4.647560119628906,1.0136566162109375,1.6128768920898438,1.0009384155273438,5.4022369384765625,2.7916793823242188,5499.744323730469,4096,245,55,4,72160.04248046875,65458.7177734375,505.49322509765625,16976154624,5100273664,7686692864,0
200,1740438951119,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,10.285942077636719,0.1707000732421875,17.225372314453125,1.2223587036132813,2.5875091552734375,3.8380126953125,7.1748809814453125,1.072906494140625,2.2625579833984375,4.929618835449219,7.529380798339844,2.7311630249023438,5499.9508056640625,4096,245,55,4,72160.97729492188,65459.38623046875,505.51904296875,16976154624,5100273664,7681871872,0
201,1740438951320,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.7479248046875,0.7063217163085938,20.232315063476563,0.43109893798828125,2.2245330810546875,5.803489685058594,3.5916976928710938,6.845237731933594,1.838409423828125,3.2998046875,8.625289916992188,2.6709518432617188,5500.153381347656,4096,245,55,4,72162.00860595703,65460.16271972656,505.542724609375,16976154624,5100273664,7681871872,0
200,1740438951521,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.9370574951171875,0.04285430908203125,26.789047241210938,0.0494232177734375,1.8507537841796875,4.308197021484375,4.1178131103515625,9.275077819824219,10.804374694824219,1.4654388427734375,14.743324279785156,7.2772369384765625,5500.3651123046875,4096,245,55,4,72164.517578125,65462.41296386719,505.5697021484375,16976154624,5100273664,7681867776,0
200,1740438951722,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.34210205078125,0.6075515747070313,19.67113494873047,0.40525054931640625,3.76422119140625,6.892913818359375,5.108123779296875,1.7525711059570313,0.8839569091796875,3.2007217407226563,6.5662689208984375,2.1565322875976563,5500.571228027344,4096,245,55,3,72165.20007324219,65462.848571777344,505.59130859375,16976154624,5100273664,7681867776,0
