Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740440154939,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.222419738769531,0.9167327880859375,30.33026123046875,0.68731689453125,46.027366638183594,5.429817199707031,47.78281784057617,1.26318359375,4.2235260009765625,2.54400634765625,13.832756042480469,3.92120361328125,6804.6292724609375,4096,245,55,4,82192.36639404297,73859.39422607422,657.13037109375,16976154624,5100273664,7839461376,0
190,1740440154949,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.490928649902344,0.14150238037109375,13.728622436523438,0,44.95832824707031,0.001739501953125,31.61559295654297,0,60.23743438720703,0.01432037353515625,13.809356689453125,0,6804.657775878906,4096,245,55,4,82192.61999511719,73859.62084960938,657.1324462890625,16976154624,5100273664,7839760384,0
200,1740440155140,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.2190093994140625,0.35187530517578125,11.617729187011719,0.29859161376953125,57.09152603149414,1.4676513671875,31.518882751464844,0.46672821044921875,3.2017669677734375,0.43476104736328125,5.170478820800781,16.657073974609375,6804.849426269531,4096,245,55,4,82196.80291748047,73863.53350830078,657.1605834960938,16976154624,5100273664,7868813312,0
200,1740440155341,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,10.751716613769531,10.923072814941406,13.659065246582031,4.23211669921875,9.657173156738281,2.6620025634765625,3.9598159790039063,3.5454330444335938,0.7251815795898438,2.1886978149414063,5.7690887451171875,12.338424682617188,6805.077941894531,4096,245,55,4,82199.5326538086,73865.98791503906,657.1965942382813,16976154624,5100273664,7884845056,0
200,1740440155542,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.897209167480469,0.26153564453125,21.210289001464844,0.3260498046875,1.94403076171875,4.574615478515625,7.433082580566406,1.009796142578125,0.9139328002929688,4.3120269775390625,9.746620178222656,1.6307907104492188,6805.2823486328125,4096,245,55,4,82200.33227539063,73866.5380859375,657.2217407226563,16976154624,5100273664,7884648448,0
200,1740440155743,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.044425964355469,0.45758819580078125,22.99315643310547,0.2705841064453125,5.8234405517578125,5.977386474609375,5.043357849121094,1.57305908203125,1.45257568359375,3.8198928833007813,10.220809936523438,1.8200225830078125,6805.487365722656,4096,245,55,4,82200.99005126953,73866.94793701172,657.245361328125,16976154624,5100273664,7884636160,0
200,1740440155944,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.431098937988281,0.4492034912109375,23.168899536132813,0.33386993408203125,3.38775634765625,2.7272186279296875,5.3892669677734375,2.2503280639648438,1.2515182495117188,4.314605712890625,9.398887634277344,1.620819091796875,6805.69189453125,4096,245,55,3,82202.04296875,73867.7543334961,657.2687377929688,16976154624,5100273664,7884595200,0
200,1740440156145,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.64288330078125,0.7625350952148438,22.014442443847656,1.4580230712890625,6.606170654296875,4.125053405761719,2.1874847412109375,1.6712646484375,0.9398574829101563,2.790740966796875,8.547439575195313,1.83074951171875,6805.8966064453125,4096,245,55,4,82202.7378540039,73868.18487548828,657.2894287109375,16976154624,5100273664,7877537792,0
199,1740440156346,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.5974960327148438,10.593727111816406,12.798255920410156,0.36896514892578125,4.343452453613281,3.220458984375,1.0880279541015625,5.209236145019531,0.38129425048828125,1.4341659545898438,6.969535827636719,0.693267822265625,6806.113952636719,4096,245,55,4,82204.42254638672,73869.61346435547,657.3158569335938,16976154624,5100273664,7875469312,0
200,1740440156546,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.848258972167969,0.6362380981445313,16.022178649902344,1.4545516967773438,2.3220977783203125,4.183052062988281,3.02740478515625,1.931640625,3.840087890625,2.906219482421875,8.661964416503906,1.1247406005859375,6806.319396972656,4096,245,55,3,82205.541015625,73870.49401855469,657.3400268554688,16976154624,5100273664,7877459968,0
