Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740149250067,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,70.96473693847656,41.98130798339844,55.627906799316406,45.99591827392578,93.04387664794922,36.84257507324219,56.3657112121582,41.4200553894043,71.02871704101563,40.60044860839844,61.019325256347656,44.536502838134766,23797.869689941406,23848.481384277344,122899.03729248047,6564.0577392578125,17012051968,15032385536,7827410944,0
200,1740149250067,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,41.03989028930664,15.599784851074219,23.135467529296875,34.70893859863281,99.06952667236328,8.826568603515625,62.46661376953125,10.161972045898438,68.63387298583984,13.948478698730469,96.39298248291016,11.053672790527344,23797.882690429688,23848.652587890625,122899.1410522461,6564.0577392578125,17012051968,15032385536,7827881984,0
199,1740149250267,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,6.4514007568359375,15.762351989746094,9.314750671386719,5.2215576171875,13.20904541015625,2.0702285766601563,11.596992492675781,3.2019882202148438,4.384674072265625,1.1255874633789063,9.537818908691406,0,23798.095947265625,23851.882690429688,122899.99291992188,6564.070007324219,17012051968,15032385536,7825821696,0
200,1740149250467,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,7.8592376708984375,14.651863098144531,8.150100708007813,8.190116882324219,12.2822265625,6.099601745605469,9.172874450683594,7.376029968261719,14.263404846191406,4.4976043701171875,8.771751403808594,2.7717514038085938,23798.301330566406,23855.012573242188,122900.7509765625,6564.075622558594,17012051968,15032385536,7825924096,0
200,1740149250668,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,7.498313903808594,13.092910766601563,12.396865844726563,6.254783630371094,17.40911102294922,2.739776611328125,10.887496948242188,6.54168701171875,8.963096618652344,3.8278732299804688,14.510055541992188,2.896759033203125,23798.522094726563,23858.26153564453,122901.6019897461,6564.090637207031,17012051968,15032385536,7826092032,0
199,1740149250868,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,3.877410888671875,8.888633728027344,11.278327941894531,2.329010009765625,10.190406799316406,4.376899719238281,10.750068664550781,2.8547821044921875,4.640190124511719,1.1392822265625,6.262443542480469,0,23798.723693847656,23861.364624023438,122902.33276367188,6564.098083496094,17012051968,15032385536,7827009536,0
200,1740149251069,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,6.6914825439453125,46.64955520629883,20.263084411621094,9.665359497070313,19.815711975097656,12.28765869140625,18.51818084716797,19.143997192382813,19.252548217773438,5.754234313964844,17.461097717285156,12.243232727050781,23798.95086669922,23865.156616210938,122903.72277832031,6564.1082763671875,17012051968,15032385536,7824494592,0
199,1740149251269,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,16.380050659179688,58.28673553466797,25.932289123535156,17.38481903076172,30.381248474121094,8.284019470214844,17.729446411132813,11.230880737304688,24.952651977539063,15.201202392578125,13.452140808105469,7.6656951904296875,23799.259765625,23869.58514404297,122905.53820800781,6564.2763671875,17012051968,15032385536,7832317952,0
200,1740149251469,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,6.788665771484375,5.117027282714844,4.789215087890625,10.049964904785156,20.265968322753906,0.68853759765625,6.502861022949219,2.3134994506835938,5.568634033203125,2.3384017944335938,4.843894958496094,1.052398681640625,23799.48455810547,23872.659057617188,122906.1566772461,6564.33642578125,17012051968,15032385536,7834660864,0
199,1740149251670,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,6.824066162109375,3.739776611328125,2.9637680053710938,8.589591979980469,14.163032531738281,0.5737152099609375,4.309516906738281,2.5934371948242188,1.7653274536132813,2.7481689453125,3.1644134521484375,0.7057418823242188,23799.7080078125,23875.56005859375,122906.62707519531,6564.398498535156,17012051968,15032385536,7834714112,0
