Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740151458319,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,58.62860870361328,8.234970092773438,30.797447204589844,8.965118408203125,28.737274169921875,23.86736297607422,92.5945816040039,19.68988800048828,52.28812789916992,9.635841369628906,23.787376403808594,68.02107238769531,25898.690490722656,48863.93212890625,134128.77569580078,6880.1092529296875,17012051968,15032385536,7698407424,0
198,1740151458320,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,25.501541137695313,5.315513610839844,15.588417053222656,16.848495483398438,70.34684753417969,32.015785217285156,60.06565475463867,4.430145263671875,94.05113220214844,10.858177185058594,36.35640335083008,14.134361267089844,25898.701782226563,48864.08435058594,134128.85302734375,6880.110107421875,17012051968,15032385536,7698276352,0
200,1740151458520,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,11.948776245117188,7.34185791015625,19.24126434326172,6.99310302734375,12.226486206054688,16.19599151611328,19.755294799804688,3.46295166015625,12.395454406738281,2.887176513671875,6.8572845458984375,6.7749176025390625,25898.929809570313,48867.51007080078,134129.89978027344,6880.1273193359375,17012051968,15032385536,7703179264,0
200,1740151458720,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2.8807373046875,0.232025146484375,3.8795394897460938,4.465431213378906,8.241859436035156,11.752059936523438,12.586654663085938,2.0078811645507813,8.907829284667969,1.7304840087890625,4.5169677734375,0.5866470336914063,25899.13134765625,48870.551330566406,134130.56939697266,6880.13330078125,17012051968,15032385536,7703908352,0
200,1740151458920,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,8.005195617675781,1.4928131103515625,9.184158325195313,6.015045166015625,8.704078674316406,10.147850036621094,19.86780548095703,2.5579299926757813,9.369537353515625,2.3282394409179688,10.051567077636719,1.2788925170898438,25899.34649658203,48873.77587890625,134131.40466308594,6880.141418457031,17012051968,15032385536,7704571904,0
199,1740151459121,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,12.536453247070313,1.10791015625,10.44989013671875,5.498687744140625,13.804542541503906,12.865219116210938,9.313720703125,1.9689483642578125,4.846702575683594,16.15308380126953,8.219314575195313,8.140876770019531,25899.58740234375,48877.200134277344,134132.37432861328,6880.196472167969,17012051968,15032385536,7716913152,0
200,1740151459321,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,25.473983764648438,6.07537841796875,21.291717529296875,11.17706298828125,23.52320098876953,16.398590087890625,20.326499938964844,12.34893798828125,36.065086364746094,9.055488586425781,27.37792205810547,14.148391723632813,25899.82391357422,48881.19464111328,134133.9633178711,6880.208740234375,17012051968,15032385536,7733108736,0
200,1740151459521,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,66.5899658203125,15.9766845703125,42.918212890625,21.922073364257813,36.7027587890625,23.47777557373047,54.64596939086914,18.83068084716797,25.184288024902344,28.63898468017578,37.76820755004883,24.022804260253906,25900.1865234375,48886.46063232422,134136.54974365234,6880.417541503906,17012051968,15032385536,7750369280,0
199,1740151459722,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,17.696189880371094,2.7559356689453125,13.750480651855469,10.730941772460938,21.321006774902344,16.136642456054688,16.10735321044922,5.1846160888671875,12.493324279785156,4.255409240722656,4.51513671875,13.782257080078125,25900.45831298828,48890.11022949219,134137.65295410156,6880.54248046875,17012051968,15032385536,7752613888,0
199,1740151459922,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,14.038787841796875,0.722198486328125,9.796211242675781,6.2509918212890625,16.2332763671875,4.387420654296875,12.4530029296875,3.2681350708007813,8.454071044921875,4.0591583251953125,6.254585266113281,4.384971618652344,25900.72247314453,48893.44384765625,134138.47778320313,6880.6524658203125,17012051968,15032385536,7752609792,0
