Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740149165374,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,48.79034423828125,71.95677947998047,78.44469451904297,43.42265701293945,100,39.226837158203125,78.11244201660156,48.985652923583984,63.69010543823242,46.8686637878418,59.942527770996094,56.77340316772461,23725.84649658203,23098.789916992188,122583.96417236328,6553.203308105469,17012051968,15032385536,7862775808,0
200,1740149165374,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,0,98.15125274658203,16.12212371826172,11.393119812011719,100,0,17.661911010742188,3.3802337646484375,0.14450836181640625,84.21174621582031,7.7504425048828125,98.2193603515625,23725.862060546875,23099.00390625,122584.08795166016,6553.203308105469,17012051968,15032385536,7863705600,0
200,1740149165575,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,10.277175903320313,10.963844299316406,5.1638641357421875,4.44366455078125,32.332763671875,2.531158447265625,12.003654479980469,2.3008499145507813,4.891212463378906,10.570747375488281,6.844291687011719,3.3685073852539063,23726.068908691406,23102.25848388672,122584.96472167969,6553.220703125,17012051968,15032385536,7852658688,0
199,1740149165775,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,8.612747192382813,22.050506591796875,17.041488647460938,7.146537780761719,10.760795593261719,40.703372955322266,13.128837585449219,5.224876403808594,16.094314575195313,8.432815551757813,16.645347595214844,4.10498046875,23726.300415039063,23106.134887695313,122586.42376708984,6553.2413330078125,17012051968,15032385536,7850446848,0
200,1740149165975,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,11.893630981445313,10.564018249511719,17.06549835205078,6.356956481933594,12.725914001464844,4.3625640869140625,46.52466583251953,2.032806396484375,16.256851196289063,5.067169189453125,9.263587951660156,10.630203247070313,23726.523071289063,23109.798461914063,122587.6773071289,6553.2664794921875,17012051968,15032385536,7855296512,0
199,1740149166176,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,23.107810974121094,28.343589782714844,28.231163024902344,9.732284545898438,36.3706169128418,16.59137725830078,24.233306884765625,13.421394348144531,12.165931701660156,17.46953582763672,22.00250244140625,7.338775634765625,23726.7587890625,23113.88134765625,122589.33874511719,6553.2786865234375,17012051968,15032385536,7859142656,0
200,1740149166376,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,14.822563171386719,80.8875961303711,21.5927734375,12.618644714355469,25.753456115722656,6.176246643066406,22.3134765625,5.125022888183594,10.829376220703125,19.03968048095703,13.822196960449219,4.459297180175781,23727.05859375,23118.29364013672,122591.20819091797,6553.388122558594,17012051968,15032385536,7867494400,0
200,1740149166576,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,19.657493591308594,4.002899169921875,5.446327209472656,9.717071533203125,24.287033081054688,3.8244476318359375,9.418983459472656,1.1422500610351563,6.734138488769531,3.2136611938476563,4.6100006103515625,2.8936386108398438,23727.282958984375,23121.57208251953,122592.01916503906,6553.462646484375,17012051968,15032385536,7869521920,0
199,1740149166777,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,5.395759582519531,0.49834442138671875,0,10.2991943359375,13.288619995117188,2.4948272705078125,5.490837097167969,0,3.6828384399414063,1.5794448852539063,0.6772689819335938,0,23727.508422851563,23124.564819335938,122592.55773925781,6553.524169921875,17012051968,15032385536,7869505536,0
200,1740149166977,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,12.359054565429688,78.93560791015625,28.90442657470703,17.317359924316406,24.985076904296875,10.583404541015625,20.353424072265625,6.7744598388671875,13.154197692871094,17.562515258789063,25.860183715820313,4.2133331298828125,23727.811889648438,23128.935485839844,122594.43200683594,6553.596984863281,17012051968,15032385536,7876935680,0
199,1740149167177,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,9.079078674316406,34.5982666015625,11.436492919921875,4.3649139404296875,13.238822937011719,3.7343673706054688,11.493698120117188,2.21075439453125,7.5994415283203125,6.383331298828125,10.255447387695313,1.94732666015625,23728.03155517578,23132.334899902344,122595.41339111328,6553.6185302734375,17012051968,15032385536,7886221312,0
200,1740149167377,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,7.251197814941406,34.33503723144531,23.406661987304688,3.099609375,12.64642333984375,3.5648345947265625,8.641189575195313,4.4811553955078125,7.769721984863281,12.264266967773438,11.258285522460938,2.4970169067382813,23728.258911132813,23135.805541992188,122596.47497558594,6553.625915527344,17012051968,15032385536,7892475904,0
199,1740149167578,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,3.23968505859375,14.614120483398438,6.393348693847656,3.0452728271484375,6.412872314453125,1.543731689453125,7.907875061035156,0.5369110107421875,1.6850738525390625,2.39947509765625,3.1659927368164063,0.77410888671875,23728.44219970703,23138.648864746094,122596.94592285156,6553.644592285156,17012051968,15032385536,7892938752,0
199,1740149167778,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,7.3574371337890625,10.645187377929688,23.749359130859375,3.2641830444335938,55.15015411376953,2.5729827880859375,8.63818359375,2.1073684692382813,3.3869171142578125,14.414031982421875,4.921417236328125,9.903053283691406,23728.63507080078,23142.18231201172,122598.0927734375,6553.644592285156,17012051968,15032385536,7899754496,0
200,1740149167978,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,16.408958435058594,1.940460205078125,6.832008361816406,3.32373046875,84.77656555175781,6.552581787109375,15.005409240722656,2.426361083984375,5.5168304443359375,10.570892333984375,10.150787353515625,6.7920379638671875,23728.83203125,23145.967712402344,122599.48083496094,6553.656311035156,17012051968,15032385536,7924084736,0
200,1740149168178,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,9.537132263183594,29.299713134765625,24.911460876464844,6.4717254638671875,88.49557495117188,1.6365585327148438,20.68506622314453,4.896751403808594,6.602081298828125,6.207366943359375,7.003883361816406,9.632598876953125,23729.054077148438,23150.02801513672,122601.10192871094,6553.7000732421875,17012051968,15032385536,7961939968,0
199,1740149168379,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,25.151100158691406,44.089256286621094,54.95850372314453,11.587974548339844,53.74208450317383,11.471092224121094,20.67365264892578,22.272171020507813,31.530174255371094,20.71454620361328,38.291141510009766,8.254745483398438,23729.384399414063,23154.948120117188,122603.4341430664,6553.814270019531,17012051968,15032385536,7938494464,0
199,1740149168579,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,6.922706604003906,16.394058227539063,5.1583709716796875,5.367439270019531,4.179924011230469,0.750335693359375,1.9788742065429688,0.1292877197265625,0.7040939331054688,5.106346130371094,3.5100631713867188,0.03473663330078125,23729.571411132813,23157.827087402344,122603.95593261719,6553.8153076171875,17012051968,15032385536,7938179072,0
200,1740149168779,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,6.338676452636719,1.3416366577148438,10.515380859375,3.6577835083007813,53.48614501953125,1.5254287719726563,7.598915100097656,4.424591064453125,2.7595672607421875,3.3483428955078125,4.584716796875,3.5740966796875,23729.78387451172,23161.040100097656,122604.78466796875,6553.8240966796875,17012051968,15032385536,7939837952,0
200,1740149168980,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,3.4564437866210938,1.0638580322265625,0.9374771118164063,0.4970855712890625,5.110603332519531,0,2.23822021484375,0.18444061279296875,0,0,0,0,23729.95538330078,23163.670959472656,122605.02502441406,6553.8619384765625,17012051968,15032385536,7939727360,0
200,1740149169180,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,4.910774230957031,4.1016998291015625,1.79339599609375,1.7377700805664063,5.841361999511719,1.9610137939453125,4.304351806640625,0.44010162353515625,1.5864486694335938,1.2497711181640625,3.1697616577148438,0.5250778198242188,23730.101989746094,23166.323608398438,122605.33349609375,6553.872314453125,17012051968,15032385536,7940960256,0
