Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740437658385,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,31.021224975585938,0.18846893310546875,9.414016723632813,0.326629638671875,75.4087905883789,1.9474105834960938,21.46704864501953,1.5237503051757813,5.8813629150390625,0.817779541015625,22.194183349609375,1.016632080078125,4093.489013671875,4096,232,56,4,60498.15283203125,55573.37451171875,341.480712890625,16976154624,5100273664,7843418112,0
199,1740437658386,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,0.4024658203125,0,17.055938720703125,3.4330215454101563,42.98106002807617,0.03499603271484375,82.72491455078125,0,8.318405151367188,0,7.827613830566406,0,4093.5076293945313,4096,232,56,4,60498.514892578125,55573.728088378906,341.48321533203125,16976154624,5100273664,7842414592,0
200,1740437658585,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.5182723999023438,0,12.425506591796875,0.651611328125,74.99137878417969,0.6122589111328125,28.494522094726563,0.28961944580078125,4.711128234863281,1.008270263671875,4.9712982177734375,0.3845062255859375,4093.707275390625,4096,232,56,4,60503.056396484375,55578.006774902344,341.5078125,16976154624,5100273664,7872176128,0
200,1740437658787,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,9.451309204101563,0.39543914794921875,31.159042358398438,1.0366973876953125,10.946388244628906,6.5876312255859375,9.863197326660156,1.2339935302734375,5.3175811767578125,6.53399658203125,13.557548522949219,2.7552719116210938,4093.9097900390625,4096,232,56,3,60504.26202392578,55578.91229248047,341.53662109375,16976154624,5100273664,7875837952,0
200,1740437658988,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.3099822998046875,5.134574890136719,15.208808898925781,0.04933929443359375,16.25981903076172,3.2079620361328125,2.8652420043945313,0.67474365234375,3.6772079467773438,1.6104812622070313,5.271492004394531,0.8910980224609375,4094.124267578125,4096,232,56,4,60505.7294921875,55580.127380371094,341.56195068359375,16976154624,5100273664,7883407360,0
199,1740437659188,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.57403564453125,0,21.18987274169922,0.37769317626953125,3.52557373046875,5.100807189941406,4.029762268066406,1.3581390380859375,0.7992935180664063,2.4685287475585938,12.033744812011719,0.7876968383789063,4094.3282470703125,4096,232,56,3,60506.38397216797,55580.53759765625,341.58489990234375,16976154624,5100273664,7883198464,0
200,1740437659389,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.7247314453125,0.2734222412109375,21.43852996826172,0.04793548583984375,3.01397705078125,4.028953552246094,5.057121276855469,1.0641250610351563,9.942802429199219,2.8863296508789063,9.866073608398438,1.3776016235351563,4094.5360717773438,4096,232,56,4,60507.578063964844,55581.47937011719,341.61090087890625,16976154624,5100273664,7883120640,0
200,1740437659589,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.546806335449219,0,23.148468017578125,0.026885986328125,1.4001922607421875,5.758201599121094,6.425987243652344,0.687103271484375,0.6005401611328125,1.9243316650390625,8.709022521972656,1.0307998657226563,4094.7435302734375,4096,232,56,3,60508.292907714844,55581.94189453125,341.63531494140625,16976154624,5100273664,7883141120,0
199,1740437659790,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.252220153808594,0,25.364364624023438,0.0914306640625,5.512054443359375,6.5166778564453125,4.674308776855469,1.1106948852539063,0.361236572265625,4.5052337646484375,8.779830932617188,1.666290283203125,4094.9464721679688,4096,232,56,3,60508.91436767578,55582.314208984375,341.65838623046875,16976154624,5100273664,7883141120,0
200,1740437659990,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.957618713378906,2.1940155029296875,12.847442626953125,0.1885528564453125,16.17133331298828,2.0277252197265625,2.4011688232421875,0.6619033813476563,0.7573394775390625,1.98565673828125,4.557342529296875,0.82794189453125,4095.16015625,4096,232,56,4,60510.533203125,55583.68572998047,341.686279296875,16976154624,5100273664,7881121792,0
200,1740437660191,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.196235656738281,0.5317230224609375,20.686004638671875,0.05406951904296875,2.6380081176757813,4.357666015625,4.54071044921875,1.9396591186523438,2.0211868286132813,2.54693603515625,9.102958679199219,1.1224288940429688,4095.3655395507813,4096,232,56,3,60511.282165527344,55584.14855957031,341.7105712890625,16976154624,5100273664,7882989568,0
200,1740437660391,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.843048095703125,0.5464401245117188,21.59624481201172,0.32862091064453125,4.5533447265625,4.7915191650390625,4.017601013183594,2.187835693359375,0.5987548828125,5.130989074707031,15.127265930175781,1.881927490234375,4095.5634765625,4096,232,56,3,60511.97497558594,55584.59588623047,341.73291015625,16976154624,5100273664,7882973184,0
200,1740437660592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.0726470947265625,0.003631591796875,18.709205627441406,0,3.2485275268554688,5.127128601074219,3.1078567504882813,1.3262557983398438,0.18320465087890625,2.2483444213867188,6.4239349365234375,1.7207183837890625,4095.7720947265625,4096,232,56,4,60512.69268798828,55585.06604003906,341.753662109375,16976154624,5100273664,7882993664,0
200,1740437660793,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.307121276855469,0.3656463623046875,20.939208984375,0.472442626953125,5.433601379394531,4.158027648925781,2.6059494018554688,1.2939224243164063,1.676422119140625,1.5912704467773438,8.459938049316406,3.0128250122070313,4095.9786987304688,4096,232,56,3,60513.36651611328,55585.50476074219,341.77398681640625,16976154624,5100273664,7882993664,0
200,1740437660993,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.066436767578125,3.02447509765625,20.377471923828125,0.45989990234375,23.12731170654297,2.8815078735351563,4.8249664306640625,1.2677383422851563,0.9980545043945313,2.7124862670898438,7.617912292480469,1.8205413818359375,4096.188293457031,4096,232,56,3,60514.507385253906,55586.41271972656,341.7972412109375,16976154624,5100273664,7880830976,0
200,1740437661195,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.068107604980469,0.4492034912109375,20.402496337890625,0.30877685546875,1.4845352172851563,4.7330780029296875,5.123268127441406,1.4962539672851563,0.812652587890625,1.175018310546875,7.800849914550781,3.1537704467773438,4096.3927001953125,4096,232,56,4,60515.453857421875,55587.10174560547,341.82159423828125,16976154624,5100273664,7882924032,0
200,1740437661395,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,9.581825256347656,0.2342987060546875,22.228668212890625,0.082122802734375,4.434684753417969,5.907035827636719,4.096504211425781,1.1795501708984375,0.5192642211914063,2.4438323974609375,7.105979919433594,2.6144027709960938,4096.5921630859375,4096,232,56,3,60516.30291748047,55587.714294433594,341.84619140625,16976154624,5100273664,7882924032,0
200,1740437661597,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.89739990234375,0.31461334228515625,19.504287719726563,1.7224578857421875,3.7994842529296875,4.368858337402344,3.987701416015625,4.91986083984375,1.2475662231445313,1.6282806396484375,6.4453887939453125,2.8765792846679688,4096.801574707031,4096,232,56,3,60517.323791503906,55588.447814941406,341.87188720703125,16976154624,5100273664,7882928128,0
200,1740437661798,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.9786376953125,1.6024322509765625,23.864547729492188,0.48516845703125,3.3258132934570313,6.033439636230469,2.8818893432617188,1.556396484375,4.603782653808594,2.896392822265625,8.328475952148438,3.3766632080078125,4097.004638671875,4096,232,56,3,60518.183532714844,55589.060791015625,341.89544677734375,16976154624,5100273664,7882915840,0
