Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740441790340,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.466766357421875,2.2519760131835938,22.473800659179688,0.5799713134765625,84.71086883544922,0.43289947509765625,21.186080932617188,20.762466430664063,16.442237854003906,4.8371734619140625,14.114036560058594,1.531768798828125,8579.366088867188,4096,245,56,3,96327.06646728516,85767.00415039063,863.607177734375,16976154624,5100273664,7950090240,0
199,1740441790341,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.005943298339844,2.1266555786132813,21.783851623535156,2.7379837036132813,50.52499771118164,9.907936096191406,98.45734405517578,1.7606582641601563,84.07077026367188,5.693962097167969,28.7911376953125,3.2246475219726563,8579.392211914063,4096,245,56,3,96327.55529785156,85767.50103759766,863.6099243164063,16976154624,5100273664,7951282176,0
200,1740441790541,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,9.886962890625,2.90789794921875,13.186943054199219,4.021324157714844,98.80001068115234,0,9.489616394042969,0.545257568359375,4.065132141113281,1.9576568603515625,4.4228973388671875,0.737823486328125,8579.61083984375,4096,245,56,4,96332.39807128906,85772.01959228516,863.6365966796875,16976154624,5100273664,7983140864,0
200,1740441790742,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.817283630371094,0.29150390625,20.329025268554688,1.0843658447265625,12.236923217773438,5.891792297363281,3.1041717529296875,1.2847671508789063,0.6585006713867188,3.3328933715820313,8.445343017578125,4.0081329345703125,8579.81396484375,4096,245,56,3,96333.89837646484,85773.25805664063,863.6678466796875,16976154624,5100273664,7984181248,0
200,1740441790943,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.127471923828125,0,22.80181121826172,0,0.82293701171875,6.616859436035156,5.345329284667969,1.326812744140625,3.4049758911132813,1.5517501831054688,7.3073272705078125,3.6038284301757813,8580.021240234375,4096,245,56,4,96334.53747558594,85773.65124511719,863.6891479492188,16976154624,5100273664,7984062464,0
199,1740441791144,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.6425323486328125,4.625602722167969,20.96936798095703,0.5946807861328125,2.5505218505859375,4.496612548828125,2.4944915771484375,1.3640899658203125,2.5782928466796875,1.3637466430664063,8.260688781738281,4.8479461669921875,8580.230895996094,4096,245,56,3,96335.42846679688,85774.29528808594,863.7122192382813,16976154624,5100273664,7983673344,0
200,1740441791345,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.447761535644531,2.4150390625,18.94403076171875,0.9082260131835938,1.6816635131835938,5.685539245605469,1.3072357177734375,6.0362396240234375,3.4232330322265625,1.891998291015625,9.308494567871094,4.72930908203125,8580.433349609375,4096,245,56,3,96336.30194091797,85774.93145751953,863.736328125,16976154624,5100273664,7983321088,0
200,1740441791546,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.955726623535156,2.1442413330078125,20.826156616210938,0.16839599609375,15.670501708984375,4.5224609375,2.3847198486328125,0.8514480590820313,1.3263473510742188,2.3818130493164063,6.9703521728515625,1.7169952392578125,8580.650695800781,4096,245,56,4,96337.68487548828,85776.0546875,863.7611694335938,16976154624,5100273664,7980711936,0
200,1740441791746,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.3375396728515625,0.759307861328125,19.23650360107422,0.3194732666015625,2.0505523681640625,4.720741271972656,3.7262191772460938,1.2971954345703125,3.4611053466796875,3.6965713500976563,9.630256652832031,2.205657958984375,8580.8544921875,4096,245,56,3,96338.56622314453,85776.69311523438,863.785400390625,16976154624,5100273664,7984148480,0
200,1740441791948,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.239738464355469,0.6347732543945313,23.637672424316406,1.1383285522460938,5.872734069824219,4.662757873535156,5.7408294677734375,1.339202880859375,1.6699905395507813,1.7889785766601563,7.249534606933594,4.3283538818359375,8581.056335449219,4096,245,56,3,96339.49139404297,85777.36108398438,863.8099975585938,16976154624,5100273664,7981514752,0
199,1740441792148,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,10.729110717773438,0,15.205307006835938,0,2.2673873901367188,2.8632659912109375,4.646888732910156,0.847564697265625,0.42858123779296875,1.183349609375,6.102531433105469,1.8134384155273438,8581.260681152344,4096,245,56,4,96340.68194580078,85778.29455566406,863.835693359375,16976154624,5100273664,7981088768,0
200,1740441792349,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,8.132606506347656,0.11830902099609375,20.52245330810547,0.16387176513671875,2.1863784790039063,4.70184326171875,3.717132568359375,3.3728790283203125,0.7012786865234375,0.9879989624023438,8.449516296386719,2.76007080078125,8581.462951660156,4096,245,56,4,96341.56634521484,85778.92791748047,863.8587646484375,16976154624,5100273664,7980695552,0
