Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740438261185,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,57.65458679199219,0,7.552711486816406,0,64.34930419921875,1.431488037109375,6.936256408691406,20.713844299316406,1.6333160400390625,1.7947769165039063,11.72576904296875,0,4750.0281982421875,4096,239,56,4,66044.54321289063,60286.82653808594,418.17987060546875,16976154624,5100273664,7862980608,0
199,1740438261186,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.2067108154296875,0.11750030517578125,20.508506774902344,5.322547912597656,90.07908630371094,0,40.082000732421875,0,13.474281311035156,3.7400283813476563,2.9175262451171875,0,4750.0467529296875,4096,239,56,4,66044.884765625,60287.15606689453,418.18243408203125,16976154624,5100273664,7879106560,0
200,1740438261386,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.419898986816406,0.7195510864257813,11.528244018554688,0.242462158203125,68.64460754394531,1.1313095092773438,4.946380615234375,0.700653076171875,20.0850830078125,14.160003662109375,8.408393859863281,0.38341522216796875,4750.248962402344,4096,239,56,4,66049.55908203125,60291.513122558594,418.21087646484375,16976154624,5100273664,7908401152,0
200,1740438261586,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.8445281982421875,2.7650833129882813,14.9332275390625,0.5296783447265625,30.176651000976563,2.9719772338867188,6.5506744384765625,1.19525146484375,1.54473876953125,1.4716415405273438,5.4328765869140625,1.1015548706054688,4750.4522705078125,4096,239,56,4,66051.40740966797,60293.114501953125,418.2430419921875,16976154624,5100273664,7907172352,0
200,1740438261787,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.315742492675781,0.266265869140625,16.928955078125,0.2386322021484375,2.0926895141601563,5.135475158691406,2.5960617065429688,1.2792129516601563,2.829376220703125,2.7030410766601563,6.295402526855469,1.5342025756835938,4750.659240722656,4096,239,56,4,66052.4506225586,60293.911865234375,418.26806640625,16976154624,5100273664,7907172352,0
200,1740438261988,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.881782531738281,0.5145492553710938,19.3372802734375,0.408050537109375,2.8580474853515625,4.816917419433594,2.8514633178710938,1.5218734741210938,2.0967330932617188,1.5913848876953125,6.77850341796875,2.4319534301757813,4750.863220214844,4096,239,56,4,66053.5107421875,60294.72705078125,418.29449462890625,16976154624,5100273664,7907188736,0
200,1740438262189,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.575721740722656,3.8905563354492188,23.252967834472656,0.49170684814453125,3.6833724975585938,4.124565124511719,9.009910583496094,1.3654403686523438,4.265068054199219,1.7510299682617188,6.8801727294921875,2.23199462890625,4751.070983886719,4096,239,56,4,66054.7797241211,60295.74157714844,418.319091796875,16976154624,5100273664,7907106816,0
200,1740438262389,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.199104309082031,0.5188827514648438,23.701263427734375,0.6155624389648438,2.4722518920898438,4.69085693359375,4.994758605957031,4.347358703613281,2.2240524291992188,3.5728912353515625,10.870109558105469,2.80169677734375,4751.276123046875,4096,239,56,3,66055.73583984375,60296.446228027344,418.34320068359375,16976154624,5100273664,7908974592,0
200,1740438262590,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,5.1541900634765625,2.5092086791992188,19.290122985839844,0.43303680419921875,13.283012390136719,4.034828186035156,4.959510803222656,1.7472305297851563,0.8423690795898438,2.6996078491210938,6.68157958984375,2.6295013427734375,4751.485900878906,4096,239,56,3,66057.05059814453,60297.52062988281,418.36578369140625,16976154624,5100273664,7906725888,0
200,1740438262791,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.452552795410156,0,18.49431610107422,0.07386016845703125,1.788177490234375,3.9470596313476563,3.4306640625,1.5150833129882813,0.3887939453125,1.3900146484375,7.203132629394531,2.6477203369140625,4751.694274902344,4096,239,56,3,66058.05505371094,60298.24981689453,418.3890380859375,16976154624,5100273664,7902257152,0
