Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740437485905,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,48.977935791015625,16.460723876953125,16.4210205078125,0,53.85966491699219,2.5041885375976563,32.2696533203125,0,5.433006286621094,0.975555419921875,37.60893249511719,0.10052490234375,3902.0121459960938,4096,231,55,3,58708.506286621094,54031.52227783203,319.00909423828125,16976154624,5100273664,7826706432,0
199,1740437485906,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,10.198448181152344,3.430145263671875,24.029403686523438,10.966499328613281,85.84404754638672,4.407447814941406,53.256526947021484,8.167190551757813,18.819419860839844,5.323432922363281,13.739738464355469,4.944770812988281,3902.03076171875,4096,231,55,3,58708.85729980469,54031.87097167969,319.0106201171875,16976154624,5100273664,7826927616,0
200,1740437486106,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,3.6563034057617188,0.24330902099609375,12.17315673828125,3.8015289306640625,98.5694808959961,0.12688446044921875,7.5736083984375,0.48647308349609375,2.3345718383789063,1.2549514770507813,6.121177673339844,0.41396331787109375,3902.2329711914063,4096,231,55,4,58713.49481201172,54036.21130371094,319.03955078125,16976154624,5100273664,7856193536,0
200,1740437486307,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.9193878173828125,0.776824951171875,17.82347869873047,3.6724624633789063,15.102386474609375,5.847846984863281,3.435791015625,1.5902328491210938,2.525115966796875,4.5037841796875,6.538246154785156,2.9203872680664063,3902.43408203125,4096,231,55,4,58715.046875,54037.51739501953,319.07196044921875,16976154624,5100273664,7856627712,0
199,1740437486508,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.0238189697265625,0.5081787109375,22.8587646484375,0.211456298828125,2.6376190185546875,7.036842346191406,2.6943740844726563,4.8911590576171875,1.8173141479492188,3.6059036254882813,10.284660339355469,1.6391372680664063,3902.6412963867188,4096,231,55,4,58715.720458984375,54037.95233154297,319.09613037109375,16976154624,5100273664,7856410624,0
200,1740437486708,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,6.074554443359375,0.31195068359375,21.918136596679688,0.6520004272460938,2.0842437744140625,6.610137939453125,4.907318115234375,2.9005966186523438,4.477210998535156,2.9554977416992188,7.8680877685546875,1.0690765380859375,3902.8511352539063,4096,231,55,4,58716.774841308594,54038.74133300781,319.11810302734375,16976154624,5100273664,7856177152,0
201,1740437486909,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,4.660209655761719,3.6577606201171875,29.157516479492188,0.31707763671875,14.641349792480469,6.8994903564453125,6.8546295166015625,1.3296737670898438,1.95721435546875,3.040679931640625,9.175743103027344,2.059295654296875,3903.0596923828125,4096,231,55,4,58717.865234375,54039.599182128906,319.1373291015625,16976154624,5100273664,7858368512,0
199,1740437487110,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.6675872802734375,0.507080078125,16.941749572753906,1.159912109375,2.2413406372070313,3.9935760498046875,3.3050003051757813,1.9105224609375,2.0969085693359375,3.10211181640625,7.9974822998046875,0.7855606079101563,3903.2665405273438,4096,231,55,4,58719.19256591797,54040.644775390625,319.1602783203125,16976154624,5100273664,7855005696,0
200,1740437487310,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,11.511383056640625,2.050933837890625,17.257415771484375,4.009674072265625,3.232086181640625,6.7116851806640625,4.188453674316406,2.03533935546875,3.4777908325195313,5.0137481689453125,6.940528869628906,2.06488037109375,3903.4720458984375,4096,231,55,3,58720.06231689453,54041.270080566406,319.1820068359375,16976154624,5100273664,7854555136,0
200,1740437487511,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,2592,7.879020690917969,1.0490798950195313,16.571937561035156,0.6885910034179688,2.4228591918945313,3.5844955444335938,5.081718444824219,1.1109848022460938,1.7316207885742188,1.867218017578125,7.434333801269531,1.8349685668945313,3903.6814575195313,4096,231,55,4,58720.95861816406,54041.92492675781,319.203125,16976154624,5100273664,7854137344,0
